Customer_ID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Payment_Method,Support_Calls,Late_Payments,Usage_Hours,Discount,Complaints,Risk_Level,Churn
CUST_10037,32.0,Female,48,87.94,4137.53,Month-to-month,Fiber optic,Credit card (automatic),4,0,145.5,5.0,0,Medium,0
CUST_10038,64.0,Male,6,77.76,460.58,One year,Fiber optic,Electronic check,0,1,178.5,0.0,0,Medium,0
CUST_10039,68.0,Female,2,63.7,123.13,Month-to-month,DSL,Mailed check,0,2,188.2,15.0,0,Medium,1
CUST_10040,61.0,Male,23,,483.25,Month-to-month,No,Mailed check,1,2,150.5,0.0,0,Medium,0
CUST_10041,72.0,Female,9,96.89,885.69,One year,Fiber optic,Electronic check,2,0,148.2,10.0,2,High,1
CUST_10042,69.0,Female,26,22.18,577.3,Month-to-month,No,Mailed check,2,0,167.9,20.0,2,Low,0
CUST_10043,74.0,Male,1,73.18,71.21,One year,Fiber optic,Bank transfer (automatic),0,0,160.9,5.0,0,Medium,0
CUST_10044,20.0,Female,3,46.14,137.08,Month-to-month,DSL,Bank transfer (automatic),1,1,81.9,5.0,0,Medium,0
CUST_10045,54.0,Male,27,90.2,2404.52,Month-to-month,Fiber optic,Bank transfer (automatic),3,2,82.8,0.0,0,High,1
CUST_10046,68.0,Female,5,21.49,112.69,One year,No,Bank transfer (automatic),2,1,45.1,0.0,1,Low,0
CUST_10047,24.0,Female,46,51.33,2444.66,Month-to-month,DSL,Electronic check,3,0,174.5,15.0,1,Medium,0
CUST_10048,38.0,Female,1,24.17,23.9,Two year,DSL,Electronic check,0,1,122.2,0.0,1,Low,0
CUST_10049,26.0,Female,5,30.16,157.04,Month-to-month,No,Bank transfer (automatic),1,1,176.9,15.0,0,Low,0
CUST_10050,56.0,Female,72,48.56,3441.3,Month-to-month,DSL,Electronic check,3,0,158.2,5.0,1,Low,0
CUST_10051,35.0,Male,13,23.69,313.14,One year,No,Electronic check,1,1,94.9,0.0,1,Low,0
CUST_10052,21.0,Male,29,58.9,1787.81,Month-to-month,DSL,Mailed check,3,1,134.6,5.0,0,Low,0
CUST_10053,42.0,Female,4,28.31,112.0,Two year,No,Mailed check,1,0,119.5,0.0,0,Low,0
CUST_10054,31.0,Female,22,44.16,989.0,Month-to-month,DSL,Electronic check,1,0,112.6,0.0,1,Medium,0
CUST_10055,67.0,Female,31,77.94,2366.83,Month-to-month,Fiber optic,Bank transfer (automatic),1,1,181.2,0.0,1,High,1
CUST_10056,26.0,Female,9,76.06,668.54,Month-to-month,DSL,Bank transfer (automatic),3,0,253.0,0.0,0,Medium,1
CUST_10057,43.0,Male,42,111.05,4698.69,Month-to-month,Fiber optic,Electronic check,2,1,190.2,15.0,0,Medium,1
CUST_10058,70.0,Female,22,62.9,1450.12,Two year,DSL,Bank transfer (automatic),2,1,138.8,0.0,3,Low,0
CUST_10059,19.0,Male,11,56.7,620.78,Two year,DSL,Bank transfer (automatic),1,1,196.7,5.0,0,Low,0
CUST_10060,37.0,Female,19,49.75,986.62,Month-to-month,DSL,Bank transfer (automatic),0,0,217.1,0.0,1,Low,0
CUST_10061,45.0,Male,20,85.01,1770.65,Month-to-month,Fiber optic,Mailed check,1,0,77.3,10.0,0,Medium,1
CUST_10062,64.0,Male,4,94.92,370.33,Two year,Fiber optic,Electronic check,3,0,195.1,5.0,0,High,1
CUST_10063,24.0,Male,12,50.82,603.85,Two year,DSL,Bank transfer (automatic),1,0,174.6,0.0,0,Low,0
CUST_10064,61.0,Male,10,25.1,254.6,Month-to-month,No,Mailed check,4,1,193.5,15.0,0,Low,0
CUST_10065,25.0,Female,12,76.89,924.35,Month-to-month,Fiber optic,Credit card (automatic),2,0,176.6,15.0,2,High,1
CUST_10066,64.0,Male,34,78.14,2549.42,Month-to-month,Fiber optic,Credit card (automatic),2,1,129.8,5.0,0,High,1
CUST_10067,52.0,Male,15,60.05,945.22,Two year,DSL,Bank transfer (automatic),4,0,231.5,15.0,1,Low,0
CUST_10068,31.0,Male,67,55.51,3813.14,month-to-month,DSL,Electronic check,4,0,155.3,5.0,1,Low,0
CUST_10069,34.0,Male,8,77.53,616.38,Month-to-month,Fiber optic,Electronic check,1,2,120.5,10.0,0,High,1
CUST_10070,53.0,Male,12,63.53,771.37,One year,Fiber optic,Mailed check,3,0,162.8,0.0,1,Low,0
CUST_10071,67.0,Male,37,97.09,3444.17,Month-to-month,Fiber optic,Mailed check,2,0,183.8,0.0,0,Medium,1
CUST_10072,57.0,Female,18,30.46,548.02,Month-to-month,No,Electronic check,3,0,144.3,20.0,0,Low,0
CUST_10073,21.0,Female,19,81.08,1606.89,Month-to-month,Fiber optic,Mailed check,0,1,157.7,0.0,0,Medium,0
CUST_10074,19.0,Female,1,81.42,84.65,Month-to-month,Fiber optic,Electronic check,2,0,144.0,0.0,0,High,1
CUST_10075,23.0,Male,12,90.44,1067.63,Month-to-month,Fiber optic,Credit card (automatic),2,3,110.3,0.0,0,High,1
CUST_10076,71.0,Male,7,102.69,721.08,Month-to-month,Fiber optic,Electronic check,3,0,103.0,0.0,1,High,1
CUST_10077,59.0,Female,72,34.13,2505.86,Month-to-month,DSL,Credit card (automatic),1,0,76.9,0.0,0,Low,0
CUST_10078,21.0,Female,8,76.63,603.23,One year,Fiber optic,Credit card (automatic),3,0,208.3,5.0,1,Low,0
CUST_10079,71.0,Male,51,65.57,,Two year,Fiber optic,Mailed check,6,1,129.9,20.0,2,Low,0
CUST_10080,46.0,Male,27,55.79,1507.15,One year,DSL,Bank transfer (automatic),1,1,10.0,0.0,1,Low,0
CUST_10081,35.0,Male,10,85.88,867.53,Month-to-month,Fiber optic,Mailed check,2,0,157.8,10.0,1,High,1
CUST_10082,43.0,Male,18,77.14,1319.91,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,156.9,0.0,1,Medium,1
CUST_10083,61.0,Male,44,28.91,1220.6,Month-to-month,No,Mailed check,1,0,56.0,0.0,0,Low,0
CUST_10084,51.0,Female,51,71.72,3550.66,Month-to-month,DSL,Electronic check,3,2,102.5,5.0,0,Medium,1
CUST_10085,27.0,Female,4,22.9,90.21,Month-to-month,No,Bank transfer (automatic),1,1,100.6,15.0,2,Low,0
CUST_10086,53.0,Female,9,24.65,222.76,One year,No,Mailed check,3,1,106.6,0.0,0,Low,0
CUST_10087,31.0,Female,9,42.35,373.29,Month-to-month,DSL,Bank transfer (automatic),2,2,194.6,0.0,1,High,1
CUST_10088,48.0,Female,1,95.67,93.53,Month-to-month,Fiber optic,Electronic check,3,2,133.3,0.0,0,High,1
CUST_10089,65.0,Female,21,45.7,995.15,Month-to-month,DSL,Mailed check,2,0,120.8,15.0,0,Medium,0
CUST_10090,32.0,Female,46,26.95,1195.7,One year,No,Electronic check,1,0,190.5,0.0,0,Low,0
CUST_10091,25.0,Male,11,68.5,753.16,Month-to-month,DSL,Electronic check,1,1,162.3,0.0,2,High,1
CUST_10092,31.0,Male,32,62.2,2080.53,One year,DSL,Electronic check,1,3,61.7,15.0,1,Medium,0
CUST_10093,40.0,Male,23,84.6,1970.13,Month-to-month,Fiber optic,Electronic check,0,1,112.3,5.0,1,High,1
CUST_10094,74.0,Female,11,25.57,287.38,Two year,No,Electronic check,1,2,154.5,15.0,1,Low,0
CUST_10095,57.0,Female,3,59.28,176.62,Two year,DSL,Credit card (automatic),2,2,98.0,15.0,0,Low,0
CUST_10096,38.0,Male,29,18.0,496.94,Month-to-month,No,Electronic check,2,1,231.3,0.0,1,Low,0
CUST_10097,33.0,Female,46,104.26,4866.04,Month-to-month,Fiber optic,Bank transfer (automatic),3,0,145.1,5.0,1,High,1
CUST_10098,62.0,Male,27,90.89,2486.4,Month-to-month,Fiber optic,Electronic check,2,0,106.1,0.0,0,High,1
CUST_10099,35.0,Female,1,88.96,85.49,Month-to-month,Fiber optic,Credit card (automatic),1,1,89.5,20.0,1,High,1
CUST_10100,64.0,Male,5,39.3,195.76,One year,DSL,Mailed check,3,2,181.7,0.0,0,Low,0
CUST_10101,70.0,Male,1,86.96,90.57,Two year,Fiber optic,Electronic check,3,1,110.8,10.0,0,Medium,0
CUST_10102,41.0,Male,20,77.83,1510.69,One year,Fiber optic,Mailed check,0,1,157.1,0.0,0,Low,0
CUST_10103,43.0,Male,33,20.46,672.55,Two year,No,Mailed check,2,1,88.2,0.0,0,Low,0
CUST_10104,42.0,Male,2,69.31,138.08,Month-to-month,Fiber optic,Bank transfer (automatic),1,0,143.2,0.0,0,High,1
CUST_10105,62.0,Male,43,37.38,1657.29,Month-to-month,No,Electronic check,1,1,111.4,5.0,1,Low,0
CUST_10106,58.0,Female,19,91.74,1799.64,One year,Fiber optic,Credit card (automatic),0,0,125.8,0.0,2,Medium,0
CUST_10107,46.0,Female,28,27.64,793.99,Month-to-month,No,Mailed check,2,0,104.2,0.0,0,Low,0
CUST_10108,32.0,Male,72,46.09,3273.83,One year,DSL,Mailed check,1,0,186.2,0.0,0,Low,0
CUST_10109,62.0,Female,2,28.53,54.62,Month-to-month,No,Bank transfer (automatic),3,0,117.9,0.0,0,Medium,0
CUST_10110,18.0,Female,55,31.34,1697.76,Month-to-month,No,Mailed check,3,2,133.5,5.0,0,Low,0
CUST_10111,42.0,Male,3,87.84,268.26,Two year,Fiber optic,Credit card (automatic),1,0,135.7,0.0,2,Medium,0
CUST_10112,24.0,Male,11,93.14,1045.31,Month-to-month,Fiber optic,Mailed check,1,1,212.6,0.0,0,High,1
CUST_10113,26.0,Male,45,62.5,2943.28,Two year,Fiber optic,Bank transfer (automatic),2,1,180.1,5.0,0,Low,0
CUST_10114,41.0,Male,56,61.99,3455.35,Two year,DSL,Electronic check,2,1,175.6,10.0,1,Low,0
CUST_10115,18.0,Female,16,28.92,468.85,One year,No,Credit card (automatic),1,1,69.0,5.0,1,Low,0
CUST_10116,61.0,Male,21,50.43,1063.18,One year,DSL,Bank transfer (automatic),1,0,110.5,20.0,1,Low,0
CUST_10117,25.0,Female,29,41.45,1160.05,One year,DSL,Electronic check,0,0,193.5,0.0,0,Low,0
CUST_10118,41.0,Female,42,74.78,3128.57,Two year,Fiber optic,Electronic check,3,2,87.3,10.0,0,Low,0
CUST_10119,28.0,Male,3,28.98,87.33,Month-to-month,No,Electronic check,5,2,143.8,5.0,1,High,1
CUST_10120,68.0,Female,39,31.02,1264.31,Month-to-month,No,Credit card (automatic),1,0,92.1,5.0,1,Low,0
CUST_10121,34.0,Male,15,80.41,1190.05,One year,Fiber optic,Electronic check,3,1,96.6,5.0,0,Medium,0
CUST_10122,25.0,Female,14,79.85,1171.57,Month-to-month,DSL,Mailed check,2,1,215.6,0.0,0,Low,0
CUST_10123,52.0,Male,13,90.87,1186.31,Month-to-month,Fiber optic,Electronic check,2,1,172.4,0.0,0,High,1
CUST_10124,52.0,Female,17,58.62,970.88,Month-to-month,DSL,Mailed check,0,0,184.2,5.0,0,Low,0
CUST_10125,50.0,Female,69,42.78,2860.8,One year,DSL,Bank transfer (automatic),0,0,175.3,0.0,3,Low,0
CUST_10126,22.0,Male,19,98.12,1797.48,Two year,Fiber optic,Credit card (automatic),1,0,133.7,5.0,0,Low,0
CUST_10127,59.0,Female,72,96.65,6926.05,Month-to-month,Fiber optic,Mailed check,2,1,108.9,10.0,0,Medium,0
CUST_10128,56.0,Female,4,89.96,342.64,Two year,Fiber optic,Credit card (automatic),1,2,121.9,0.0,0,Low,0
CUST_10129,58.0,Female,30,58.34,1740.58,One year,DSL,Mailed check,2,0,131.4,0.0,0,Low,0
CUST_10130,45.0,Female,40,60.99,2558.75,Two year,DSL,Electronic check,2,0,219.9,0.0,1,Low,0
CUST_10131,24.0,Female,27,88.77,2437.56,One year,Fiber optic,Electronic check,1,0,79.9,0.0,0,Low,0
CUST_10132,26.0,Male,22,49.09,1108.04,One year,DSL,Bank transfer (automatic),1,1,115.1,0.0,0,Low,0
CUST_10133,25.0,Male,19,68.88,1258.86,Month-to-month,DSL,Credit card (automatic),4,1,98.9,0.0,0,High,1
CUST_10134,29.0,Female,47,72.78,3411.46,Two year,Fiber optic,Credit card (automatic),1,1,187.5,0.0,2,Low,0
CUST_10135,51.0,Male,41,71.97,2887.69,Month-to-month,Fiber optic,Electronic check,2,0,223.4,0.0,1,Medium,0
CUST_10136,50.0,Female,3,59.42,185.29,Two year,DSL,Electronic check,1,2,153.9,0.0,0,Medium,0
CUST_10137,65.0,Female,45,32.3,1407.18,Two year,No,Electronic check,2,0,157.6,20.0,0,Low,0
CUST_10138,72.0,Male,12,66.08,789.69,Month-to-month,Fiber optic,Credit card (automatic),5,2,144.1,20.0,1,High,1
CUST_10139,40.0,Male,7,89.74,633.71,Month-to-month,Fiber optic,Credit card (automatic),2,0,159.7,0.0,0,High,1
CUST_10140,41.0,Female,48,89.35,4294.82,One year,Fiber optic,Bank transfer (automatic),2,4,174.8,0.0,0,Medium,0
CUST_10141,54.0,Male,13,54.75,735.26,Month-to-month,DSL,Mailed check,2,1,159.2,0.0,0,Medium,0
CUST_10142,52.0,Female,39,87.16,3307.95,Two year,Fiber optic,Mailed check,4,3,162.4,0.0,1,Medium,0
CUST_10143,61.0,Male,7,68.88,476.25,Month-to-month,Fiber optic,Mailed check,1,0,174.9,5.0,2,High,1
CUST_10144,57.0,Female,1,49.63,51.08,Month-to-month,DSL,Electronic check,1,0,60.0,0.0,0,High,1
CUST_10145,39.0,Male,16,40.16,644.36,Two year,DSL,Mailed check,1,1,140.1,0.0,0,Low,0
CUST_10146,44.0,Female,2,78.54,155.54,One year,Fiber optic,Electronic check,0,1,153.7,10.0,0,Low,0
CUST_10147,52.0,Male,33,82.81,2604.14,Two year,Fiber optic,Electronic check,3,0,158.7,10.0,0,Low,0
CUST_10148,18.0,Female,7,52.07,373.73,Month-to-month,DSL,Credit card (automatic),1,1,132.3,20.0,0,Medium,0
CUST_10149,52.0,Male,14,102.65,1504.96,One year,Fiber optic,Bank transfer (automatic),3,0,147.2,0.0,1,Medium,0
CUST_10150,54.0,Female,2,69.1,139.86,One year,Fiber optic,Mailed check,1,1,107.6,15.0,1,Low,0
CUST_10151,64.0,Female,8,23.65,195.95,One year,No,Mailed check,2,0,60.1,5.0,0,Low,0
CUST_10152,31.0,Male,36,99.22,3577.95,One year,Fiber optic,Mailed check,1,0,184.2,5.0,0,Low,0
CUST_10153,20.0,Male,3,50.26,146.73,One year,DSL,Bank transfer (automatic),4,1,89.0,15.0,0,Low,0
CUST_10154,18.0,Male,25,33.85,805.16,Month-to-month,No,Credit card (automatic),2,2,132.8,15.0,0,Low,0
CUST_10155,22.0,Female,59,89.11,5338.14,Month-to-month,Fiber optic,Bank transfer (automatic),4,0,106.3,10.0,0,Medium,0
CUST_10156,43.0,Female,27,69.67,1879.79,One year,Fiber optic,Bank transfer (automatic),1,0,211.4,0.0,0,Low,0
CUST_10157,72.0,Female,39,61.1,2450.12,Month-to-month,DSL,Electronic check,2,1,136.4,0.0,0,Medium,1
CUST_10158,31.0,Male,2,24.74,50.44,One year,No,Electronic check,1,1,126.0,5.0,1,Low,0
CUST_10159,56.0,Male,6,30.77,193.63,Month-to-month,No,Mailed check,2,0,173.7,10.0,1,Low,0
CUST_10160,44.0,Female,53,68.43,3630.53,One year,DSL,Electronic check,1,0,237.0,5.0,0,Low,0
CUST_10161,26.0,Male,30,55.27,1646.02,One year,Fiber optic,Bank transfer (automatic),2,0,158.3,0.0,2,Low,0
CUST_10162,32.0,Female,24,59.73,1402.95,Month-to-month,DSL,Electronic check,2,0,123.0,0.0,0,Medium,1
CUST_10163,32.0,Male,26,98.35,2551.18,Month-to-month,Fiber optic,Electronic check,1,3,171.3,0.0,0,High,1
CUST_10164,43.0,Female,12,75.55,940.4,Month-to-month,DSL,Mailed check,2,0,69.2,15.0,0,Medium,0
CUST_10165,59.0,Male,1,82.97,79.17,One year,Fiber optic,Credit card (automatic),4,0,142.1,0.0,0,Medium,1
CUST_10166,30.0,Male,36,92.87,3503.1,Two year,Fiber optic,Electronic check,1,0,229.7,5.0,1,Low,0
CUST_10167,68.0,Female,27,57.0,1614.92,Month-to-month,DSL,Bank transfer (automatic),5,1,147.1,15.0,0,Medium,0
CUST_10168,49.0,Female,15,69.45,1051.94,One year,DSL,Mailed check,1,2,144.8,0.0,0,Low,0
CUST_10169,56.0,Female,55,73.33,3965.21,Month-to-month,Fiber optic,Electronic check,2,2,140.9,10.0,1,Medium,0
CUST_10170,66.0,Male,9,61.69,539.83,Month-to-month,Fiber optic,Mailed check,3,1,122.2,10.0,1,High,1
CUST_10171,69.0,Male,8,28.83,225.48,Two year,No,Bank transfer (automatic),0,1,154.2,0.0,1,Low,0
CUST_10172,49.0,Female,49,59.61,2789.48,Month-to-month,DSL,Mailed check,3,0,174.9,0.0,1,Medium,0
CUST_10173,21.0,Female,38,87.26,3307.63,Month-to-month,Fiber optic,Credit card (automatic),0,1,125.1,5.0,1,Low,0
CUST_10174,47.0,Male,17,69.75,1133.26,Month-to-month,Fiber optic,Electronic check,4,0,27.9,0.0,0,High,1
CUST_10175,54.0,Male,3,96.56,296.01,Month-to-month,Fiber optic,Electronic check,2,0,161.0,5.0,0,High,1
CUST_10176,40.0,Male,5,33.44,165.06,Month-to-month,No,Credit card (automatic),1,0,236.0,5.0,1,Low,0
CUST_10177,56.0,Female,25,70.36,1706.12,Month-to-month,DSL,Mailed check,2,0,123.1,0.0,0,High,1
CUST_10178,62.0,Male,11,72.83,804.72,One year,DSL,Bank transfer (automatic),2,2,73.8,0.0,0,Medium,0
CUST_10179,32.0,Male,43,55.74,2510.37,Month-to-month,DSL,Credit card (automatic),0,4,170.5,0.0,0,Low,0
CUST_10180,60.0,Male,71,70.77,5122.72,Month-to-month,Fiber optic,Electronic check,4,2,218.5,0.0,1,Medium,0
CUST_10181,46.0,Male,39,21.1,822.22,Month-to-month,No,Bank transfer (automatic),0,1,163.8,5.0,0,Low,0
CUST_10182,53.0,Male,11,52.85,597.45,Month-to-month,DSL,Electronic check,2,2,217.6,5.0,0,High,1
CUST_10183,30.0,Female,37,91.12,3451.5,One year,Fiber optic,Electronic check,0,0,175.7,0.0,0,Low,0
CUST_10184,49.0,Male,10,88.14,915.93,Two year,Fiber optic,Electronic check,3,0,171.8,10.0,0,Low,0
CUST_10185,24.0,Female,4,55.85,216.8,Month-to-month,DSL,Credit card (automatic),1,3,116.7,0.0,0,High,1
CUST_10186,68.0,Male,1,27.9,28.9,Two year,No,Electronic check,3,1,152.8,15.0,0,Low,0
CUST_10187,39.0,Female,11,87.14,939.47,One year,Fiber optic,Bank transfer (automatic),0,0,138.7,0.0,0,Low,0
CUST_10188,45.0,Female,56,24.98,1460.57,One year,No,Credit card (automatic),2,0,137.1,0.0,1,Low,0
CUST_10189,19.0,Female,6,58.67,344.31,Month-to-month,DSL,Mailed check,3,1,128.6,10.0,1,Medium,1
CUST_10190,59.0,Female,5,94.17,490.95,Month-to-month,Fiber optic,Mailed check,2,0,150.2,5.0,1,High,1
CUST_10191,62.0,Male,72,80.32,6051.25,Month-to-month,Fiber optic,Mailed check,3,0,81.7,0.0,0,Low,0
CUST_10192,74.0,Male,1,79.41,76.59,One year,Fiber optic,Electronic check,2,0,176.5,0.0,1,Medium,1
CUST_10193,70.0,Female,36,69.71,2628.64,Month-to-month,DSL,Mailed check,0,2,100.5,0.0,0,Medium,0
CUST_10194,23.0,Female,9,97.04,837.18,Two year,Fiber optic,Bank transfer (automatic),3,2,128.7,0.0,0,Medium,0
CUST_10195,45.0,Female,1,91.58,89.0,Month-to-month,Fiber optic,Credit card (automatic),0,0,154.9,0.0,0,High,1
CUST_10196,45.0,Female,59,48.31,2834.38,Month-to-month,DSL,Credit card (automatic),1,1,98.3,5.0,2,Low,0
CUST_10197,61.0,Female,3,63.04,198.45,One year,DSL,Credit card (automatic),3,2,51.5,15.0,1,Medium,1
CUST_10198,61.0,Male,19,83.07,1576.52,Month-to-month,Fiber optic,Credit card (automatic),3,0,122.8,10.0,1,High,1
CUST_10199,37.0,Male,7,81.64,574.36,Month-to-month,Fiber optic,Mailed check,1,0,75.6,0.0,0,High,1
CUST_10200,47.0,Female,1,73.0,74.42,One year,DSL,Bank transfer (automatic),4,0,172.1,15.0,0,Medium,0
CUST_10201,28.0,Female,1,49.51,51.83,Two year,DSL,Credit card (automatic),3,2,88.1,0.0,3,Medium,1
CUST_10202,72.0,Male,2,34.14,70.21,One year,No,Mailed check,1,1,206.8,0.0,0,Low,0
CUST_10203,45.0,Female,1,95.2,92.57,One year,Fiber optic,Credit card (automatic),1,0,139.7,10.0,0,Medium,0
CUST_10204,42.0,Male,34,23.96,798.59,One year,No,Mailed check,3,2,142.7,0.0,2,Low,0
CUST_10205,56.0,Female,15,64.12,923.1,Two year,DSL,Bank transfer (automatic),1,0,50.9,0.0,1,Low,0
CUST_10206,50.0,Male,10,45.38,460.36,Month-to-month,DSL,Bank transfer (automatic),2,1,146.5,0.0,0,Medium,0
CUST_10207,18.0,Male,13,59.35,746.92,Month-to-month,DSL,Credit card (automatic),1,2,136.4,0.0,0,Medium,1
CUST_10208,74.0,Female,63,95.88,5893.9,Month-to-month,Fiber optic,Electronic check,1,0,81.5,0.0,0,Medium,0
CUST_10209,44.0,Male,57,67.58,,Month-to-month,Fiber optic,Bank transfer (automatic),2,1,143.9,10.0,1,Low,0
CUST_10210,74.0,Female,30,45.71,1347.54,One year,DSL,Mailed check,5,1,122.1,0.0,1,Medium,0
CUST_10211,69.0,Female,51,47.49,2438.13,One year,DSL,Electronic check,1,1,130.2,0.0,0,Low,0
CUST_10212,30.0,Female,9,60.22,536.43,One year,DSL,Bank transfer (automatic),2,0,141.2,0.0,1,Low,0
CUST_10213,58.0,Male,11,84.44,889.27,Month-to-month,Fiber optic,Mailed check,0,1,118.8,10.0,1,High,1
CUST_10214,20.0,Male,22,32.06,695.65,One year,No,Bank transfer (automatic),2,0,151.1,0.0,4,Low,0
CUST_10215,56.0,Male,23,58.52,1333.59,Month-to-month,DSL,Electronic check,2,0,136.1,0.0,1,Medium,0
CUST_10216,23.0,Female,15,90.84,1416.52,One year,Fiber optic,Mailed check,3,1,161.3,10.0,0,Low,0
CUST_10217,25.0,Female,12,105.13,1239.41,One year,Fiber optic,Bank transfer (automatic),1,1,116.2,0.0,1,Medium,1
CUST_10218,44.0,Female,72,48.77,3469.04,Month-to-month,DSL,Mailed check,1,1,92.1,0.0,0,Low,0
CUST_10219,26.0,Female,41,44.49,1875.69,Month-to-month,DSL,Electronic check,2,1,108.1,5.0,1,Medium,0
CUST_10220,54.0,Female,13,63.0,840.21,Month-to-month,DSL,Credit card (automatic),0,0,204.9,0.0,1,Medium,1
CUST_10221,50.0,Female,31,34.51,1101.72,Two year,No,Mailed check,1,2,183.0,0.0,0,Low,0
CUST_10222,68.0,Male,7,91.08,666.49,Two year,Fiber optic,Bank transfer (automatic),5,1,194.6,0.0,0,Medium,1
CUST_10223,59.0,Female,2,98.34,202.49,One year,Fiber optic,Mailed check,2,0,197.7,0.0,1,Medium,1
