order_id,customer_id,order_value,items_count,satisfaction_rating,is_repeat_customer
ORD-10149,CUST-1403,2248.43,4,4,False
ORD-10150,CUST-1453,3563.1,5,1,False
ORD-10151,CUST-1468,2258.27,6,4,False
ORD-10152,CUST-1113,2623.25,4,5,False
ORD-10153,CUST-1303,1406.23,1,3,True
ORD-10154,CUST-1075,3793.67,1,4,False
ORD-10155,CUST-1355,3053.35,2,3,True
ORD-10156,CUST-1207,2374.48,4,2,False
ORD-10157,CUST-1356,2195.31,5,2,False
ORD-10158,CUST-1342,2834.94,6,5,True
ORD-10159,CUST-1496,3309.86,2,5,True
ORD-10160,CUST-1244,3808.95,6,3,True
ORD-10161,CUST-1170,3024.91,5,4,True
ORD-10162,CUST-1263,2461.61,1,3,True
ORD-10163,CUST-1081,3154.56,3,1,False
ORD-10164,CUST-1055,2988.95,3,4,True
ORD-10165,CUST-1259,2464.27,7,4,False
ORD-10166,CUST-1412,2964.31,7,4,True
ORD-10167,CUST-1266,2948.65,6,4,True
ORD-10168,CUST-1390,2370.7,4,4,True
ORD-10169,CUST-1088,2079.95,4,2,False
ORD-10170,CUST-1224,2876.72,3,3,True
ORD-10171,CUST-1306,1789.3,6,5,True
ORD-10172,CUST-1173,1678.58,1,5,True
ORD-10173,CUST-1007,2634.79,2,5,False
ORD-10174,CUST-1036,2854.77,1,5,True
ORD-10175,CUST-1463,2629.28,4,4,True
ORD-10176,CUST-1302,2708.99,3,5,False
ORD-10177,CUST-1132,1265.67,2,4,False
ORD-10178,CUST-1129,2841.2,3,1,True
ORD-10179,CUST-1019,3567.03,7,2,True
ORD-10180,CUST-1472,3039.64,4,2,True
ORD-10181,CUST-1054,3013.67,6,2,True
ORD-10182,CUST-1379,2578.1,7,4,False
ORD-10183,CUST-1120,2604.84,7,5,True
ORD-10184,CUST-1167,2316.92,3,5,True
ORD-10185,CUST-1136,2686.63,7,4,True
ORD-10186,CUST-1412,1764.43,7,3,True
ORD-10187,CUST-1016,3571.9,7,5,True
ORD-10188,CUST-1176,1898.17,3,4,False
ORD-10189,CUST-1139,3037.9,2,1,True
ORD-10190,CUST-1136,3438.81,5,4,False
ORD-10191,CUST-1096,3035.87,7,4,False
ORD-10192,CUST-1456,4373.21,7,3,True
ORD-10193,CUST-1189,1292.28,4,5,True
ORD-10194,CUST-1209,2117.51,2,5,True
ORD-10195,CUST-1192,3422.11,3,4,True
ORD-10196,CUST-1490,1659.91,5,3,True
ORD-10197,CUST-1169,1914.52,4,5,False
ORD-10198,CUST-1170,2790.87,3,4,True
ORD-10199,CUST-1163,2453.21,3,3,True
ORD-10200,CUST-1163,2742.57,1,4,True
ORD-10201,CUST-1044,2511.38,3,4,True
ORD-10202,CUST-1302,2575.5,5,4,False
ORD-10203,CUST-1012,1967.17,2,2,True
ORD-10204,CUST-1112,2552.51,7,4,False
ORD-10205,CUST-1101,2157.65,1,2,False
ORD-10206,CUST-1145,2239.45,5,3,True
ORD-10207,CUST-1378,3026.12,4,3,True
ORD-10208,CUST-1299,1636.25,6,5,True
ORD-10209,CUST-1495,1149.74,7,4,False
ORD-10210,CUST-1175,2963.19,4,4,True
ORD-10211,CUST-1464,2553.23,5,4,False
ORD-10212,CUST-1022,3437.71,5,5,False
ORD-10213,CUST-1252,1928.95,4,4,False
ORD-10214,CUST-1399,2349.82,2,5,True
ORD-10215,CUST-1265,2479.29,4,4,True
ORD-10216,CUST-1466,2033.39,2,2,False
ORD-10217,CUST-1157,1860.23,4,4,True
ORD-10218,CUST-1016,3005.64,5,4,False
ORD-10219,CUST-1386,1591.65,2,5,True
ORD-10220,CUST-1034,1774.38,2,5,True
ORD-10221,CUST-1382,2327.83,6,4,False
ORD-10222,CUST-1366,3104.96,3,5,True
ORD-10223,CUST-1422,2070.34,2,4,True
ORD-10224,CUST-1239,1997.25,5,3,True
ORD-10225,CUST-1447,2289.4,6,4,True
ORD-10226,CUST-1084,2670.97,6,1,False
ORD-10227,CUST-1217,2190.0,6,5,True
ORD-10228,CUST-1060,3218.15,7,2,True
ORD-10229,CUST-1383,3257.36,5,4,True
ORD-10230,CUST-1357,2327.79,3,4,False
ORD-10231,CUST-1403,4003.19,7,1,True
ORD-10232,CUST-1382,2463.57,2,2,False
ORD-10233,CUST-1154,3225.59,3,4,False
ORD-10234,CUST-1034,2650.02,6,2,True
ORD-10235,CUST-1464,2636.16,7,4,False
ORD-10236,CUST-1246,1487.09,3,4,False
ORD-10237,CUST-1047,1732.13,6,3,True
ORD-10238,CUST-1463,2221.78,7,3,True
ORD-10239,CUST-1497,3250.22,6,5,False
ORD-10240,CUST-1222,2660.63,1,5,False
ORD-10241,CUST-1385,2227.47,5,3,False
ORD-10242,CUST-1018,2862.7,2,5,False
ORD-10243,CUST-1046,3215.37,6,4,True
ORD-10244,CUST-1138,2420.33,1,4,False
ORD-10245,CUST-1328,2571.14,7,5,False
ORD-10246,CUST-1066,2478.87,2,5,True
ORD-10247,CUST-1017,2377.54,3,5,True
ORD-10248,CUST-1334,1923.08,2,4,True
ORD-10249,CUST-1385,1881.24,6,4,False
ORD-10250,CUST-1369,2857.6,3,4,True
ORD-10251,CUST-1399,3233.07,6,2,False
ORD-10252,CUST-1401,2226.26,1,4,True
ORD-10253,CUST-1301,2211.83,4,1,True
ORD-10254,CUST-1259,1371.07,7,3,True
ORD-10255,CUST-1428,1297.99,7,2,True
ORD-10256,CUST-1174,3468.97,2,3,False
ORD-10257,CUST-1048,1958.39,3,4,True
ORD-10258,CUST-1375,4467.72,3,4,False
ORD-10259,CUST-1137,2054.6,4,4,True
ORD-10260,CUST-1489,1501.23,4,2,False
ORD-10261,CUST-1207,2484.39,1,4,True
ORD-10262,CUST-1425,2995.59,6,4,True
ORD-10263,CUST-1021,2900.35,2,5,True
ORD-10264,CUST-1329,3080.49,3,4,True
ORD-10265,CUST-1224,1813.7,6,4,True
ORD-10266,CUST-1231,3444.69,5,4,False
ORD-10267,CUST-1132,3503.72,3,5,True
ORD-10268,CUST-1485,3548.61,7,5,True
ORD-10269,CUST-1196,2596.17,3,4,True
ORD-10270,CUST-1425,2177.91,4,4,True
ORD-10271,CUST-1212,2123.21,2,1,False
ORD-10272,CUST-1024,1498.85,2,5,True
ORD-10273,CUST-1439,2067.35,4,4,False
ORD-10274,CUST-1092,1124.75,4,3,False
ORD-10275,CUST-1135,1439.85,6,5,True
ORD-10276,CUST-1430,2588.63,3,5,True
ORD-10277,CUST-1446,2247.52,7,1,True
ORD-10278,CUST-1458,2557.19,5,2,True
ORD-10279,CUST-1212,2930.08,1,1,True
ORD-10280,CUST-1378,2687.84,6,4,False
ORD-10281,CUST-1163,2623.56,5,2,True
ORD-10282,CUST-1370,2357.18,3,5,True
ORD-10283,CUST-1251,1938.3,4,5,False
ORD-10284,CUST-1025,1663.72,3,4,True
ORD-10285,CUST-1208,2082.73,5,4,False
ORD-10286,CUST-1233,2368.19,4,4,True
ORD-10287,CUST-1128,2451.01,4,2,True
ORD-10288,CUST-1187,3082.39,2,5,False
ORD-10289,CUST-1251,2308.9,3,2,False
ORD-10290,CUST-1024,2809.09,4,2,False
ORD-10291,CUST-1075,1557.88,4,4,True
ORD-10292,CUST-1383,2598.89,3,1,False
ORD-10293,CUST-1175,2547.62,5,4,True
ORD-10294,CUST-1304,3445.04,2,5,True
ORD-10295,CUST-1282,2248.08,4,5,True
ORD-10296,CUST-1275,1118.35,1,4,True
ORD-10297,CUST-1206,2221.41,4,5,True
ORD-10298,CUST-1241,2935.93,6,4,True
ORD-10299,CUST-1411,1700.01,6,5,False
ORD-10300,CUST-1482,2579.93,5,4,False
ORD-10301,CUST-1128,1675.48,6,3,False
ORD-10302,CUST-1334,3880.76,1,5,True
ORD-10303,CUST-1484,2138.65,3,3,False
ORD-10304,CUST-1003,1644.35,5,1,True
ORD-10305,CUST-1392,2078.53,6,3,True
ORD-10306,CUST-1248,2584.35,5,4,False
ORD-10307,CUST-1483,2784.3,6,4,True
ORD-10308,CUST-1289,3392.04,2,4,True
ORD-10309,CUST-1419,2007.87,2,5,True
ORD-10310,CUST-1083,2973.73,1,4,True
ORD-10311,CUST-1071,1440.27,5,4,False
ORD-10312,CUST-1463,1777.84,5,4,True
ORD-10313,CUST-1263,1570.32,2,5,True
ORD-10314,CUST-1279,1907.26,6,3,True
ORD-10315,CUST-1084,2935.48,6,2,True
ORD-10316,CUST-1113,2021.52,3,4,False
ORD-10317,CUST-1409,2128.16,2,4,False
ORD-10318,CUST-1151,2603.82,6,5,False
ORD-10319,CUST-1292,2751.28,5,4,False
ORD-10320,CUST-1158,2146.37,2,5,True
ORD-10321,CUST-1131,1774.36,2,4,False
ORD-10322,CUST-1083,3687.57,4,1,True
ORD-10323,CUST-1464,2150.38,4,2,True
ORD-10324,CUST-1470,2210.66,2,1,False
ORD-10325,CUST-1057,2288.96,7,4,True
ORD-10326,CUST-1176,2832.6,3,4,False
ORD-10327,CUST-1281,1534.48,3,4,False
ORD-10328,CUST-1191,4100.93,1,4,False
ORD-10329,CUST-1360,2193.48,7,4,True
ORD-10330,CUST-1130,2859.71,2,4,True
ORD-10331,CUST-1029,1649.78,7,4,False
ORD-10332,CUST-1168,2529.7,4,4,True
ORD-10333,CUST-1298,3905.59,7,4,True
ORD-10334,CUST-1090,3739.22,2,4,False
ORD-10335,CUST-1407,2838.43,2,4,False
ORD-10336,CUST-1006,1871.17,6,4,False
ORD-10337,CUST-1033,3339.44,6,4,True
ORD-10338,CUST-1254,1437.2,4,4,True
ORD-10339,CUST-1256,1852.06,1,4,True
ORD-10340,CUST-1147,2360.87,7,3,True
ORD-10341,CUST-1129,1474.27,3,4,True
ORD-10342,CUST-1034,2077.21,7,5,True
ORD-10343,CUST-1331,2990.9,7,1,True
ORD-10344,CUST-1189,1961.71,6,5,True
ORD-10345,CUST-1059,3031.1,5,3,True
ORD-10346,CUST-1199,4429.03,5,4,True
ORD-10347,CUST-1468,2689.78,4,4,True
ORD-10348,CUST-1130,3016.05,1,1,False
ORD-10349,CUST-1447,3372.68,3,5,True
ORD-10350,CUST-1129,2131.44,6,4,False
ORD-10351,CUST-1092,2995.59,6,5,True
ORD-10352,CUST-1130,2116.8,4,4,True
ORD-10353,CUST-1161,2636.28,5,5,True
ORD-10354,CUST-1060,3124.13,1,5,True
ORD-10355,CUST-1293,1895.59,4,4,True
ORD-10356,CUST-1166,1155.25,4,3,False
ORD-10357,CUST-1359,1844.81,7,4,False
ORD-10358,CUST-1245,3256.01,3,4,True
ORD-10359,CUST-1221,1779.78,2,5,True
ORD-10360,CUST-1235,3203.29,3,4,False
ORD-10361,CUST-1078,1847.42,2,3,True
ORD-10362,CUST-1356,2268.25,4,3,True
ORD-10363,CUST-1052,2406.73,5,4,False
ORD-10364,CUST-1360,1777.42,6,5,True
ORD-10365,CUST-1499,2275.34,7,1,False
ORD-10366,CUST-1381,1499.98,1,5,True
ORD-10367,CUST-1227,2184.79,2,5,True
ORD-10368,CUST-1157,2351.1,3,2,True
ORD-10369,CUST-1436,1171.83,2,2,False
ORD-10370,CUST-1128,1840.41,6,4,True
ORD-10371,CUST-1241,2613.62,1,4,False
ORD-10372,CUST-1385,1719.73,1,2,False
ORD-10373,CUST-1461,2734.0,7,5,False
ORD-10374,CUST-1460,2809.32,7,4,True
ORD-10375,CUST-1043,2610.43,2,5,True
ORD-10376,CUST-1449,2985.35,3,5,True
ORD-10377,CUST-1057,1472.21,4,5,True
ORD-10378,CUST-1292,3164.47,4,4,False
ORD-10379,CUST-1464,1785.45,7,3,True
ORD-10380,CUST-1327,2484.08,3,4,False
ORD-10381,CUST-1473,3858.66,1,2,True
ORD-10382,CUST-1172,2171.59,3,4,True
ORD-10383,CUST-1157,2423.82,4,3,True
ORD-10384,CUST-1163,1788.55,4,4,False
ORD-10385,CUST-1177,3847.11,4,2,True
ORD-10386,CUST-1341,1841.57,7,4,True
ORD-10387,CUST-1226,2878.32,6,3,False
ORD-10388,CUST-1368,3370.93,2,4,True
ORD-10389,CUST-1208,2955.84,3,5,True
ORD-10390,CUST-1153,2655.61,5,2,True
ORD-10391,CUST-1095,2473.41,3,5,True
ORD-10392,CUST-1275,1645.0,3,5,True
ORD-10393,CUST-1449,3795.18,2,4,True
ORD-10394,CUST-1429,2594.02,2,4,True
ORD-10395,CUST-1126,2424.23,6,4,True
ORD-10396,CUST-1238,1745.2,6,3,True
ORD-10397,CUST-1352,2457.37,6,4,True
ORD-10398,CUST-1306,2381.31,3,2,True
ORD-10399,CUST-1033,3858.63,1,5,True
ORD-10400,CUST-1295,2423.81,2,5,True
ORD-10401,CUST-1019,2446.24,3,5,True
ORD-10402,CUST-1058,1751.27,4,4,True
ORD-10403,CUST-1326,1942.68,7,4,False
ORD-10404,CUST-1051,2781.16,7,5,False
ORD-10405,CUST-1169,1392.04,1,3,True
ORD-10406,CUST-1294,3159.54,5,2,True
ORD-10407,CUST-1327,3184.15,3,4,True
ORD-10408,CUST-1222,1884.99,2,4,False
ORD-10409,CUST-1047,2658.38,4,4,True
ORD-10410,CUST-1399,3403.06,1,1,True
ORD-10411,CUST-1474,2327.07,3,4,True
ORD-10412,CUST-1444,2205.13,4,3,True
ORD-10413,CUST-1374,2280.98,2,3,True
ORD-10414,CUST-1201,2592.36,5,1,False
ORD-10415,CUST-1438,2013.02,4,4,False
ORD-10416,CUST-1244,2152.45,6,5,True
ORD-10417,CUST-1068,2606.89,2,4,True
ORD-10418,CUST-1425,2102.86,1,4,True
ORD-10419,CUST-1160,1707.86,4,5,True
ORD-10420,CUST-1469,1356.91,2,4,True
ORD-10421,CUST-1184,2437.13,5,5,True
ORD-10422,CUST-1434,3340.85,1,4,False
ORD-10423,CUST-1268,2695.81,5,4,False
ORD-10424,CUST-1233,1726.46,7,1,False
ORD-10425,CUST-1148,1938.68,1,1,False
ORD-10426,CUST-1417,2200.55,3,5,True
ORD-10427,CUST-1030,3895.81,6,5,True
ORD-10428,CUST-1234,3959.53,4,5,True
ORD-10429,CUST-1184,3817.95,2,5,True
ORD-10430,CUST-1271,2506.37,2,1,True
ORD-10431,CUST-1127,5291.96,6,5,False
ORD-10432,CUST-1332,1965.63,7,4,True
ORD-10433,CUST-1192,2177.87,3,5,True
ORD-10434,CUST-1094,3089.13,4,1,True
ORD-10435,CUST-1098,2610.74,6,4,False
ORD-10436,CUST-1348,2652.56,2,5,True
ORD-10437,CUST-1130,1322.38,2,5,True
ORD-10438,CUST-1153,1807.03,6,4,True
ORD-10439,CUST-1313,2376.45,2,4,False
ORD-10440,CUST-1164,1973.81,6,4,False
ORD-10441,CUST-1194,1612.36,4,5,True
ORD-10442,CUST-1122,2039.17,7,4,False
ORD-10443,CUST-1172,2610.95,1,4,True
ORD-10444,CUST-1346,2943.6,7,4,False
ORD-10445,CUST-1266,1343.0,2,4,True
ORD-10446,CUST-1498,2407.63,1,4,True
ORD-10447,CUST-1385,2346.26,6,4,False
ORD-10448,CUST-1008,2572.9,4,5,True
ORD-10449,CUST-1189,1735.55,6,5,True
ORD-10450,CUST-1144,1745.28,1,5,False
ORD-10451,CUST-1293,3366.91,1,4,False
ORD-10452,CUST-1132,1081.36,4,4,True
ORD-10453,CUST-1483,1891.93,7,5,True
ORD-10454,CUST-1149,2148.42,3,5,False
ORD-10455,CUST-1260,2209.85,6,4,True
ORD-10456,CUST-1061,1984.24,7,4,False
ORD-10457,CUST-1454,2757.04,7,5,True
ORD-10458,CUST-1455,2691.24,4,4,False
ORD-10459,CUST-1396,2316.98,5,5,True
ORD-10460,CUST-1175,2016.55,4,3,True
ORD-10461,CUST-1029,2265.71,5,4,True
ORD-10462,CUST-1355,2463.94,4,4,True
ORD-10463,CUST-1214,1939.35,4,1,False
ORD-10464,CUST-1495,2814.48,4,5,False
ORD-10465,CUST-1349,3152.79,5,4,True
ORD-10466,CUST-1269,3532.14,6,2,True
ORD-10467,CUST-1493,3468.59,7,5,True
ORD-10468,CUST-1400,2205.9,5,5,True
ORD-10469,CUST-1229,2498.12,1,5,True
ORD-10470,CUST-1009,2304.61,5,4,False
ORD-10471,CUST-1046,2302.26,3,5,False
ORD-10472,CUST-1221,2261.25,1,4,True
ORD-10473,CUST-1281,2420.11,1,4,True
ORD-10474,CUST-1015,3299.7,5,1,True
ORD-10475,CUST-1063,2633.07,7,4,True
ORD-10476,CUST-1352,1713.93,4,5,True
ORD-10477,CUST-1375,3114.63,4,4,True
ORD-10478,CUST-1014,2563.01,1,4,True
ORD-10479,CUST-1253,2765.89,5,5,True
ORD-10480,CUST-1040,2618.48,1,4,False
ORD-10481,CUST-1361,2652.02,6,3,True
ORD-10482,CUST-1417,2686.26,6,5,True
ORD-10483,CUST-1434,1422.08,7,5,True
ORD-10484,CUST-1299,2756.04,2,5,False
ORD-10485,CUST-1314,1962.76,2,5,True
ORD-10486,CUST-1463,2101.13,3,5,True
ORD-10487,CUST-1306,2414.7,6,5,True
ORD-10488,CUST-1223,3692.93,2,4,True
ORD-10489,CUST-1377,1795.65,7,3,True
ORD-10490,CUST-1295,2391.84,2,4,False
ORD-10491,CUST-1421,2245.93,1,5,True
ORD-10492,CUST-1262,3101.79,2,4,True
ORD-10493,CUST-1434,2228.49,6,5,True
ORD-10494,CUST-1022,2571.17,5,2,False
ORD-10495,CUST-1018,1797.12,3,4,False
ORD-10496,CUST-1049,3249.13,5,4,False
ORD-10497,CUST-1278,1573.84,5,4,True
ORD-10498,CUST-1354,2745.52,4,2,False
ORD-10499,CUST-1108,2575.69,4,3,False
ORD-10500,CUST-1077,2680.05,1,5,True
ORD-10501,CUST-1430,1580.29,2,4,True
ORD-10502,CUST-1375,2215.72,4,1,False
ORD-10503,CUST-1324,3058.71,1,1,True
ORD-10504,CUST-1244,3855.66,4,4,False
ORD-10505,CUST-1210,2342.04,1,3,True
ORD-10506,CUST-1010,2976.78,6,5,True
ORD-10507,CUST-1094,2506.16,1,5,True
ORD-10508,CUST-1448,2375.86,1,3,False
ORD-10509,CUST-1169,2144.59,5,4,False
ORD-10510,CUST-1352,2418.05,2,3,True
ORD-10511,CUST-1351,2901.69,3,4,True
ORD-10512,CUST-1154,2968.51,3,5,True
ORD-10513,CUST-1102,1668.85,2,4,True
ORD-10514,CUST-1345,2090.78,6,5,False
ORD-10515,CUST-1046,1771.89,5,3,True
ORD-10516,CUST-1247,2451.71,2,4,True
ORD-10517,CUST-1444,2193.8,5,4,True
ORD-10518,CUST-1355,2654.95,5,4,False
ORD-10519,CUST-1382,2706.0,4,5,True
ORD-10520,CUST-1041,1245.98,5,2,False
ORD-10521,CUST-1099,1214.6,7,5,True
ORD-10522,CUST-1137,2412.85,4,5,True
ORD-10523,CUST-1146,3318.45,3,4,False
ORD-10524,CUST-1097,2091.01,4,4,True
ORD-10525,CUST-1486,2074.01,6,4,False
ORD-10526,CUST-1082,3151.76,5,4,True
ORD-10527,CUST-1354,3007.29,1,5,False
ORD-10528,CUST-1293,1822.35,4,4,False
ORD-10529,CUST-1305,2923.67,6,5,False
ORD-10530,CUST-1107,1933.14,2,4,True
ORD-10531,CUST-1153,2068.03,7,4,False
ORD-10532,CUST-1303,1821.88,6,5,False
ORD-10533,CUST-1149,1665.16,6,4,True
ORD-10534,CUST-1347,2491.45,1,5,True
ORD-10535,CUST-1019,1594.16,5,3,False
ORD-10536,CUST-1036,2519.5,4,5,True
ORD-10537,CUST-1364,2497.51,5,5,False
ORD-10538,CUST-1308,2312.85,6,5,False
ORD-10539,CUST-1021,2118.28,3,4,True
ORD-10540,CUST-1449,2003.2,4,5,True
ORD-10541,CUST-1002,1757.02,5,4,True
ORD-10542,CUST-1477,3539.89,6,5,True
ORD-10543,CUST-1364,2284.39,6,3,False
ORD-10544,CUST-1494,2263.19,3,4,True
ORD-10545,CUST-1474,1846.1,7,4,True
ORD-10546,CUST-1156,3430.24,1,4,False
ORD-10547,CUST-1378,2038.13,4,4,True
ORD-10548,CUST-1105,2585.84,5,5,False
ORD-10549,CUST-1235,2722.76,1,3,True
ORD-10550,CUST-1120,2491.97,4,5,True
ORD-10551,CUST-1243,1583.45,5,2,True
ORD-10552,CUST-1436,2888.76,5,5,False
ORD-10553,CUST-1218,2032.36,1,5,False
ORD-10554,CUST-1046,2998.83,2,4,False
ORD-10555,CUST-1162,1996.19,2,5,False
ORD-10556,CUST-1393,2370.61,5,5,False
