user_id,group,converted,revenue,session_duration,orders,bounce,refunded
USR-10043,Treatment,0,0.0,20.7,0,1,0
USR-10044,Control,0,0.0,12.8,0,1,0
USR-10045,Treatment,0,0.0,136.4,0,0,0
USR-10046,Control,0,0.0,98.7,0,0,0
USR-10047,Treatment,0,0.0,155.3,0,0,0
USR-10048,Treatment,0,0.0,16.1,0,1,0
USR-10049,Control,0,0.0,132.7,0,0,0
USR-10050,Treatment,0,0.0,109.1,0,0,0
USR-10051,Treatment,0,0.0,152.7,0,0,0
USR-10052,Treatment,0,0.0,30.5,0,0,0
USR-10053,Treatment,0,0.0,172.8,0,0,0
USR-10054,Treatment,0,0.0,14.4,0,1,0
USR-10055,Treatment,0,0.0,81.9,0,0,0
USR-10056,Control,0,0.0,103.9,0,0,0
USR-10057,Control,0,0.0,104.5,0,0,0
USR-10058,Control,0,0.0,9.5,0,1,0
USR-10059,Control,0,0.0,20.3,0,1,0
USR-10060,Control,0,0.0,71.2,0,0,0
USR-10061,Control,0,0.0,112.5,0,0,0
USR-10062,Treatment,0,0.0,98.9,0,0,0
USR-10063,Control,0,0.0,24.5,0,1,0
USR-10064,Control,0,0.0,124.0,0,0,0
USR-10065,Treatment,0,0.0,20.7,0,1,0
USR-10066,Control,0,0.0,83.6,0,0,0
USR-10067,Treatment,0,0.0,24.3,0,1,0
USR-10068,Control,0,0.0,112.7,0,0,0
USR-10069,Treatment,0,0.0,20.8,0,1,0
USR-10070,Treatment,0,0.0,52.8,0,0,0
USR-10071,Control,0,0.0,114.6,0,0,0
USR-10072,Control,0,0.0,89.1,0,0,0
USR-10073,Treatment,0,0.0,149.1,0,0,0
USR-10074,Treatment,0,0.0,55.5,0,0,0
USR-10075,Treatment,0,0.0,8.2,0,1,0
USR-10076,Treatment,0,0.0,5.4,0,1,0
USR-10077,Control,0,0.0,102.0,0,0,0
USR-10078,Control,0,0.0,111.3,0,0,0
USR-10079,Control,0,0.0,189.1,0,0,0
USR-10080,Treatment,0,0.0,18.4,0,1,0
USR-10081,Treatment,1,87.93,233.7,2,0,0
USR-10082,Control,0,0.0,75.3,0,0,0
USR-10083,Control,1,18.33,238.3,1,0,0
USR-10084,Control,0,0.0,134.6,0,0,0
USR-10085,Control,0,0.0,129.9,0,0,0
USR-10086,Treatment,0,0.0,109.1,0,0,0
USR-10087,Treatment,0,0.0,122.2,0,0,0
USR-10088,Treatment,0,0.0,90.8,0,0,0
USR-10089,Control,0,0.0,104.5,0,0,0
USR-10090,Control,1,222.37,220.9,2,0,0
USR-10091,Treatment,0,0.0,7.6,0,1,0
USR-10092,Treatment,1,42.13,281.1,1,0,0
USR-10093,Treatment,0,0.0,122.7,0,0,0
USR-10094,Treatment,1,50.73,342.5,1,0,0
USR-10095,Control,0,0.0,8.8,0,1,0
USR-10096,Treatment,0,0.0,96.1,0,0,0
USR-10097,Control,0,0.0,88.0,0,0,0
USR-10098,Control,0,0.0,19.2,0,1,0
USR-10099,Control,0,0.0,83.6,0,0,0
USR-10100,Control,0,0.0,125.4,0,0,0
USR-10101,Treatment,0,0.0,81.7,0,0,0
USR-10102,Control,0,0.0,13.7,0,1,0
USR-10103,Treatment,0,0.0,15.4,0,1,0
USR-10104,Treatment,0,0.0,121.1,0,0,0
USR-10105,Control,0,0.0,102.3,0,0,0
USR-10106,Control,0,0.0,12.5,0,1,0
USR-10107,Treatment,0,0.0,22.6,0,1,0
USR-10108,Control,0,0.0,22.4,0,1,0
USR-10109,Control,0,0.0,148.3,0,0,0
USR-10110,Control,0,0.0,158.0,0,0,0
USR-10111,Control,0,0.0,15.1,0,1,0
USR-10112,Treatment,0,0.0,14.9,0,1,0
USR-10113,Treatment,0,0.0,160.8,0,0,0
USR-10114,Treatment,0,0.0,20.8,0,1,0
USR-10115,Treatment,0,0.0,105.6,0,0,0
USR-10116,Treatment,1,79.54,354.4,2,0,0
USR-10117,Control,0,0.0,15.1,0,1,0
USR-10118,Treatment,0,0.0,132.9,0,0,0
USR-10119,Treatment,0,0.0,92.1,0,0,0
USR-10120,Treatment,0,0.0,8.1,0,1,0
USR-10121,Treatment,0,0.0,100.2,0,0,0
USR-10122,Control,0,0.0,128.7,0,0,0
USR-10123,Control,0,0.0,129.2,0,0,0
USR-10124,Control,0,0.0,19.0,0,1,0
USR-10125,Control,0,0.0,70.4,0,0,0
USR-10126,Treatment,0,0.0,122.5,0,0,0
USR-10127,Treatment,0,0.0,21.8,0,1,0
USR-10128,Control,0,0.0,7.1,0,1,0
USR-10129,Treatment,0,0.0,121.9,0,0,0
USR-10130,Control,0,0.0,12.3,0,1,0
USR-10131,Control,0,0.0,89.8,0,0,0
USR-10132,Control,0,0.0,141.7,0,0,0
USR-10133,Control,0,0.0,10.3,0,1,0
USR-10134,Treatment,0,0.0,138.6,0,0,0
USR-10135,Control,0,0.0,60.9,0,0,0
USR-10136,Treatment,0,0.0,106.9,0,0,0
USR-10137,Treatment,0,0.0,128.7,0,0,0
USR-10138,Control,0,0.0,110.7,0,0,0
USR-10139,Treatment,0,0.0,150.1,0,0,0
USR-10140,Treatment,0,0.0,98.6,0,0,0
USR-10141,Control,0,0.0,7.6,0,1,0
USR-10142,Control,0,0.0,104.3,0,0,0
USR-10143,Control,0,0.0,107.4,0,0,0
USR-10144,Control,0,0.0,20.4,0,1,0
USR-10145,Control,0,0.0,115.1,0,0,0
USR-10146,Treatment,0,0.0,132.6,0,0,0
USR-10147,Treatment,0,0.0,124.3,0,0,0
USR-10148,Control,0,0.0,79.9,0,0,0
USR-10149,Control,0,0.0,140.8,0,0,0
USR-10150,Treatment,0,0.0,96.1,0,0,0
USR-10151,Control,0,0.0,10.5,0,1,0
USR-10152,Control,0,0.0,91.0,0,0,0
USR-10153,Control,0,0.0,52.8,0,0,0
USR-10154,Treatment,0,0.0,141.5,0,0,0
USR-10155,Control,0,0.0,22.5,0,1,0
USR-10156,Treatment,0,0.0,145.8,0,0,0
USR-10157,Treatment,0,0.0,118.9,0,0,0
USR-10158,Control,0,0.0,92.3,0,0,0
USR-10159,Treatment,0,0.0,86.1,0,0,0
USR-10160,Control,0,0.0,20.3,0,1,0
USR-10161,Treatment,0,0.0,113.5,0,0,0
USR-10162,Treatment,1,61.67,237.8,2,0,0
USR-10163,Treatment,0,0.0,160.5,0,0,0
USR-10164,Control,0,0.0,125.2,0,0,0
USR-10165,Treatment,0,0.0,138.6,0,0,0
USR-10166,Control,0,0.0,16.8,0,1,0
USR-10167,Control,0,0.0,10.9,0,1,0
USR-10168,Control,0,0.0,23.0,0,1,0
USR-10169,Treatment,1,110.03,266.7,2,0,0
USR-10170,Treatment,1,41.39,323.0,1,0,0
USR-10171,Control,0,0.0,21.1,0,1,0
USR-10172,Treatment,0,0.0,17.5,0,1,0
USR-10173,Control,0,0.0,186.0,0,0,0
USR-10174,Treatment,0,0.0,16.0,0,1,0
USR-10175,Control,0,0.0,68.3,0,0,0
USR-10176,Treatment,0,0.0,23.2,0,1,0
USR-10177,Control,0,0.0,106.4,0,0,0
USR-10178,Treatment,0,0.0,20.0,0,1,0
USR-10179,Control,0,0.0,92.3,0,0,0
USR-10180,Control,0,0.0,122.4,0,0,0
USR-10181,Control,0,0.0,22.5,0,1,0
USR-10182,Treatment,0,0.0,74.1,0,0,0
USR-10183,Treatment,0,0.0,24.2,0,1,0
USR-10184,Control,0,0.0,15.5,0,1,0
USR-10185,Treatment,0,0.0,87.2,0,0,0
USR-10186,Treatment,0,0.0,9.4,0,1,0
USR-10187,Treatment,0,0.0,113.0,0,0,0
USR-10188,Treatment,0,0.0,10.3,0,1,0
USR-10189,Control,0,0.0,14.5,0,1,0
USR-10190,Control,0,0.0,126.5,0,0,0
USR-10191,Treatment,0,0.0,22.0,0,1,0
USR-10192,Treatment,1,49.66,312.4,1,0,0
USR-10193,Treatment,0,0.0,45.8,0,0,0
USR-10194,Control,0,0.0,159.8,0,0,0
USR-10195,Control,0,0.0,13.9,0,1,0
USR-10196,Treatment,0,0.0,97.7,0,0,0
USR-10197,Treatment,0,0.0,123.9,0,0,0
USR-10198,Treatment,0,0.0,123.6,0,0,0
USR-10199,Treatment,0,0.0,143.3,0,0,0
USR-10200,Treatment,0,0.0,9.9,0,1,0
USR-10201,Control,0,0.0,98.0,0,0,0
USR-10202,Control,0,0.0,9.9,0,1,0
USR-10203,Treatment,0,0.0,59.9,0,0,0
USR-10204,Treatment,1,47.99,268.8,1,0,0
USR-10205,Control,0,0.0,12.4,0,1,0
USR-10206,Control,0,0.0,115.6,0,0,0
USR-10207,Treatment,0,0.0,89.5,0,0,0
USR-10208,Control,0,0.0,57.3,0,0,0
USR-10209,Control,0,0.0,24.5,0,1,0
USR-10210,Treatment,0,0.0,128.6,0,0,0
USR-10211,Treatment,0,0.0,138.4,0,0,0
USR-10212,Treatment,0,0.0,81.3,0,0,0
USR-10213,Control,0,0.0,12.9,0,1,0
USR-10214,Treatment,0,0.0,128.8,0,0,0
USR-10215,Control,0,0.0,20.1,0,1,0
USR-10216,Control,0,0.0,76.9,0,0,0
USR-10217,Treatment,0,0.0,14.7,0,1,0
USR-10218,Treatment,0,0.0,129.3,0,0,0
USR-10219,Treatment,0,0.0,97.7,0,0,0
USR-10220,Treatment,0,0.0,105.3,0,0,0
USR-10221,Treatment,0,0.0,114.0,0,0,0
USR-10222,Control,0,0.0,8.1,0,1,0
USR-10223,Control,0,0.0,86.7,0,0,0
USR-10224,Control,0,0.0,146.3,0,0,0
USR-10225,Control,0,0.0,9.5,0,1,0
USR-10226,Treatment,0,0.0,16.8,0,1,0
USR-10227,Control,0,0.0,89.4,0,0,0
USR-10228,Treatment,0,0.0,188.0,0,0,0
USR-10229,Treatment,0,0.0,138.4,0,0,0
USR-10230,Treatment,0,0.0,15.0,0,1,0
USR-10231,Treatment,0,0.0,19.4,0,1,0
USR-10232,Treatment,0,0.0,134.8,0,0,0
USR-10233,Control,0,0.0,11.9,0,1,0
USR-10234,Control,0,0.0,103.0,0,0,0
USR-10235,Treatment,0,0.0,121.1,0,0,0
USR-10236,Control,0,0.0,100.3,0,0,0
USR-10237,Control,0,0.0,6.3,0,1,0
USR-10238,Treatment,1,196.69,248.5,4,0,0
USR-10239,Control,0,0.0,17.9,0,1,0
USR-10240,Treatment,0,0.0,99.8,0,0,0
USR-10241,Treatment,0,0.0,16.5,0,1,0
USR-10242,Treatment,0,0.0,9.0,0,1,0
USR-10243,Control,0,0.0,121.7,0,0,0
USR-10244,Control,0,0.0,88.0,0,0,0
USR-10245,Treatment,0,0.0,15.5,0,1,0
USR-10246,Control,0,0.0,70.1,0,0,0
USR-10247,Treatment,0,0.0,16.5,0,1,0
USR-10248,Treatment,0,0.0,14.5,0,1,0
USR-10249,Treatment,0,0.0,92.7,0,0,0
USR-10250,Control,0,0.0,137.8,0,0,0
USR-10251,Control,0,0.0,116.3,0,0,0
USR-10252,Treatment,0,0.0,151.9,0,0,0
USR-10253,Control,0,0.0,125.8,0,0,0
USR-10254,Control,0,0.0,122.3,0,0,0
USR-10255,Treatment,1,77.22,260.7,1,0,0
USR-10256,Treatment,1,28.67,267.3,1,0,0
USR-10257,Treatment,0,0.0,16.7,0,1,0
USR-10258,Treatment,0,0.0,11.1,0,1,0
USR-10259,Control,0,0.0,159.0,0,0,0
USR-10260,Treatment,0,0.0,12.5,0,1,0
USR-10261,Treatment,0,0.0,125.2,0,0,0
USR-10262,Control,0,0.0,185.2,0,0,0
USR-10263,Treatment,0,0.0,6.6,0,1,0
USR-10264,Treatment,0,0.0,101.9,0,0,0
USR-10265,Treatment,0,0.0,146.4,0,0,0
USR-10266,Treatment,0,0.0,103.5,0,0,0
USR-10267,Treatment,0,0.0,92.1,0,0,0
USR-10268,Control,0,0.0,17.2,0,1,0
USR-10269,Control,0,0.0,144.4,0,0,0
USR-10270,Treatment,0,0.0,106.4,0,0,0
USR-10271,Treatment,0,0.0,188.9,0,0,0
USR-10272,Treatment,0,0.0,16.9,0,1,0
USR-10273,Treatment,0,0.0,111.7,0,0,0
USR-10274,Treatment,0,0.0,106.5,0,0,0
USR-10275,Treatment,0,0.0,22.3,0,1,0
USR-10276,Treatment,0,0.0,150.7,0,0,0
USR-10277,Treatment,0,0.0,116.5,0,0,0
USR-10278,Treatment,0,0.0,109.2,0,0,0
USR-10279,Treatment,0,0.0,103.0,0,0,0
USR-10280,Treatment,0,0.0,119.9,0,0,0
USR-10281,Control,1,32.33,271.8,1,0,0
USR-10282,Control,0,0.0,13.1,0,1,0
USR-10283,Control,0,0.0,96.7,0,0,0
USR-10284,Treatment,0,0.0,140.3,0,0,0
USR-10285,Control,0,0.0,8.3,0,1,0
USR-10286,Control,0,0.0,77.3,0,0,0
USR-10287,Treatment,0,0.0,9.9,0,1,0
USR-10288,Control,0,0.0,14.0,0,1,0
USR-10289,Treatment,0,0.0,14.2,0,1,0
USR-10290,Control,0,0.0,16.8,0,1,0
USR-10291,Control,0,0.0,126.8,0,0,0
USR-10292,Treatment,0,0.0,126.5,0,0,0
USR-10293,Control,0,0.0,22.0,0,1,0
USR-10294,Control,0,0.0,12.2,0,1,0
USR-10295,Treatment,0,0.0,10.1,0,1,0
USR-10296,Treatment,0,0.0,139.0,0,0,0
USR-10297,Control,0,0.0,11.3,0,1,0
USR-10298,Treatment,0,0.0,17.8,0,1,0
USR-10299,Control,0,0.0,12.1,0,1,0
USR-10300,Control,0,0.0,24.2,0,1,0
USR-10301,Treatment,0,0.0,23.5,0,1,0
USR-10302,Treatment,0,0.0,13.0,0,1,0
USR-10303,Treatment,1,12.0,208.5,1,0,0
USR-10304,Treatment,0,0.0,162.8,0,0,0
USR-10305,Treatment,0,0.0,17.2,0,1,0
USR-10306,Treatment,0,0.0,20.5,0,1,0
USR-10307,Control,0,0.0,23.5,0,1,0
USR-10308,Treatment,0,0.0,97.4,0,0,0
USR-10309,Control,0,0.0,67.8,0,0,0
USR-10310,Control,0,0.0,58.8,0,0,0
USR-10311,Control,0,0.0,21.0,0,1,0
USR-10312,Control,1,59.74,246.6,1,0,0
USR-10313,Treatment,0,0.0,6.8,0,1,0
USR-10314,Treatment,0,0.0,5.7,0,1,0
USR-10315,Treatment,0,0.0,118.5,0,0,0
USR-10316,Control,0,0.0,47.0,0,0,0
USR-10317,Control,0,0.0,108.0,0,0,0
USR-10318,Control,0,0.0,105.3,0,0,0
USR-10319,Control,0,0.0,77.9,0,0,0
USR-10320,Treatment,0,0.0,12.8,0,1,0
USR-10321,Treatment,0,0.0,68.8,0,0,0
USR-10322,Treatment,0,0.0,24.1,0,1,0
USR-10323,Control,0,0.0,99.2,0,0,0
USR-10324,Treatment,0,0.0,21.5,0,1,0
USR-10325,Treatment,0,0.0,10.5,0,1,0
USR-10326,Treatment,0,0.0,12.2,0,1,0
USR-10327,Treatment,0,0.0,53.7,0,0,0
USR-10328,Control,0,0.0,139.1,0,0,0
USR-10329,Control,0,0.0,71.1,0,0,0
USR-10330,Control,0,0.0,140.5,0,0,0
USR-10331,Treatment,0,0.0,120.6,0,0,0
USR-10332,Control,0,0.0,86.4,0,0,0
USR-10333,Control,0,0.0,5.4,0,1,0
USR-10334,Control,0,0.0,13.0,0,1,0
USR-10335,Control,0,0.0,20.5,0,1,0
USR-10336,Treatment,0,0.0,134.7,0,0,0
USR-10337,Treatment,0,0.0,100.2,0,0,0
USR-10338,Control,0,0.0,24.7,0,1,0
USR-10339,Control,0,0.0,9.3,0,1,0
USR-10340,Control,0,0.0,83.6,0,0,0
USR-10341,Control,0,0.0,137.1,0,0,0
USR-10342,Control,0,0.0,98.6,0,0,0
USR-10343,Control,0,0.0,145.8,0,0,0
USR-10344,Control,0,0.0,8.6,0,1,0
USR-10345,Treatment,0,0.0,10.0,0,1,0
USR-10346,Treatment,0,0.0,20.2,0,1,0
USR-10347,Control,0,0.0,100.9,0,0,0
USR-10348,Control,0,0.0,84.0,0,0,0
USR-10349,Treatment,0,0.0,23.9,0,1,0
USR-10350,Treatment,0,0.0,16.1,0,1,0
USR-10351,Treatment,0,0.0,17.8,0,1,0
USR-10352,Treatment,0,0.0,23.1,0,1,0
USR-10353,Control,0,0.0,109.1,0,0,0
USR-10354,Control,0,0.0,6.8,0,1,0
USR-10355,Treatment,0,0.0,152.3,0,0,0
USR-10356,Control,0,0.0,158.5,0,0,0
USR-10357,Treatment,0,0.0,137.0,0,0,0
USR-10358,Treatment,0,0.0,99.6,0,0,0
USR-10359,Treatment,0,0.0,160.3,0,0,0
USR-10360,Control,0,0.0,23.3,0,1,0
USR-10361,Treatment,0,0.0,68.1,0,0,0
USR-10362,Control,0,0.0,123.1,0,0,0
USR-10363,Treatment,0,0.0,92.8,0,0,0
USR-10364,Treatment,0,0.0,171.1,0,0,0
USR-10365,Control,0,0.0,87.4,0,0,0
USR-10366,Treatment,0,0.0,121.2,0,0,0
USR-10367,Treatment,0,0.0,119.0,0,0,0
USR-10368,Control,0,0.0,10.3,0,1,0
USR-10369,Control,0,0.0,17.2,0,1,0
USR-10370,Control,0,0.0,8.7,0,1,0
USR-10371,Control,0,0.0,106.9,0,0,0
USR-10372,Control,0,0.0,141.6,0,0,0
USR-10373,Treatment,0,0.0,76.2,0,0,0
USR-10374,Control,0,0.0,100.8,0,0,0
USR-10375,Control,0,0.0,115.3,0,0,0
USR-10376,Treatment,0,0.0,23.0,0,1,0
USR-10377,Control,0,0.0,5.5,0,1,0
USR-10378,Treatment,0,0.0,10.5,0,1,0
USR-10379,Control,0,0.0,144.5,0,0,0
USR-10380,Control,0,0.0,125.9,0,0,0
USR-10381,Treatment,0,0.0,124.1,0,0,0
USR-10382,Treatment,0,0.0,85.7,0,0,0
USR-10383,Treatment,0,0.0,119.8,0,0,0
USR-10384,Treatment,0,0.0,131.9,0,0,0
USR-10385,Treatment,0,0.0,135.5,0,0,0
USR-10386,Control,1,40.43,252.7,1,0,0
USR-10387,Control,0,0.0,130.9,0,0,0
USR-10388,Treatment,0,0.0,164.4,0,0,0
USR-10389,Treatment,0,0.0,114.3,0,0,0
USR-10390,Treatment,0,0.0,9.3,0,1,0
USR-10391,Control,0,0.0,101.8,0,0,0
USR-10392,Control,0,0.0,99.0,0,0,0
USR-10393,Treatment,0,0.0,120.3,0,0,0
USR-10394,Control,0,0.0,23.9,0,1,0
USR-10395,Treatment,0,0.0,52.3,0,0,0
USR-10396,Treatment,1,33.3,194.2,1,0,0
USR-10397,Control,0,0.0,122.9,0,0,0
USR-10398,Treatment,0,0.0,109.0,0,0,0
USR-10399,Treatment,0,0.0,8.3,0,1,0
USR-10400,Control,0,0.0,115.5,0,0,0
USR-10401,Treatment,0,0.0,13.1,0,1,0
USR-10402,Treatment,0,0.0,143.6,0,0,0
USR-10403,Treatment,0,0.0,23.9,0,1,0
USR-10404,Control,0,0.0,101.0,0,0,0
USR-10405,Treatment,0,0.0,153.8,0,0,0
USR-10406,Control,0,0.0,122.7,0,0,0
USR-10407,Control,0,0.0,16.8,0,1,0
USR-10408,Treatment,0,0.0,95.2,0,0,0
USR-10409,Control,0,0.0,13.4,0,1,0
USR-10410,Control,1,81.28,273.1,1,0,0
USR-10411,Treatment,0,0.0,95.9,0,0,0
USR-10412,Treatment,0,0.0,94.6,0,0,0
USR-10413,Treatment,0,0.0,17.1,0,1,0
USR-10414,Treatment,0,0.0,96.6,0,0,0
USR-10415,Control,0,0.0,106.1,0,0,0
USR-10416,Control,0,0.0,17.2,0,1,0
USR-10417,Control,0,0.0,109.3,0,0,0
USR-10418,Treatment,0,0.0,11.5,0,1,0
USR-10419,Treatment,0,0.0,145.6,0,0,0
USR-10420,Treatment,0,0.0,16.8,0,1,0
USR-10421,Treatment,0,0.0,111.2,0,0,0
USR-10422,Control,0,0.0,103.6,0,0,0
USR-10423,Control,0,0.0,80.7,0,0,0
USR-10424,Control,0,0.0,104.2,0,0,0
USR-10425,Treatment,0,0.0,135.0,0,0,0
USR-10426,Control,0,0.0,111.4,0,0,0
USR-10427,Treatment,0,0.0,135.8,0,0,0
USR-10428,Control,0,0.0,5.2,0,1,0
USR-10429,Control,0,0.0,115.2,0,0,0
USR-10430,Control,0,0.0,15.2,0,1,0
USR-10431,Treatment,0,0.0,22.8,0,1,0
USR-10432,Treatment,0,0.0,116.4,0,0,0
USR-10433,Control,0,0.0,86.2,0,0,0
USR-10434,Control,0,0.0,13.3,0,1,0
USR-10435,Treatment,0,0.0,8.5,0,1,0
USR-10436,Control,0,0.0,25.3,0,0,0
USR-10437,Treatment,0,0.0,7.0,0,1,0
USR-10438,Treatment,0,0.0,109.5,0,0,0
USR-10439,Control,0,0.0,106.6,0,0,0
USR-10440,Control,0,0.0,122.0,0,0,0
USR-10441,Treatment,0,0.0,6.2,0,1,0
USR-10442,Control,0,0.0,13.7,0,1,0
USR-10443,Control,0,0.0,86.4,0,0,0
USR-10444,Treatment,0,0.0,11.3,0,1,0
USR-10445,Treatment,0,0.0,147.6,0,0,0
USR-10446,Treatment,0,0.0,52.3,0,0,0
USR-10447,Treatment,0,0.0,157.8,0,0,0
USR-10448,Control,0,0.0,10.9,0,1,0
USR-10449,Control,0,0.0,15.9,0,1,0
USR-10450,Treatment,0,0.0,98.8,0,0,0
USR-10451,Treatment,0,0.0,125.2,0,0,0
USR-10452,Control,0,0.0,132.3,0,0,0
USR-10453,Treatment,0,0.0,8.2,0,1,0
USR-10454,Control,0,0.0,113.2,0,0,0
USR-10455,Control,0,0.0,95.0,0,0,0
USR-10456,Control,0,0.0,12.5,0,1,0
USR-10457,Control,0,0.0,22.1,0,1,0
USR-10458,Control,0,0.0,156.0,0,0,0
USR-10459,Control,0,0.0,16.1,0,1,0
USR-10460,Control,0,0.0,6.7,0,1,0
USR-10461,Treatment,0,0.0,127.6,0,0,0
USR-10462,Treatment,0,0.0,23.1,0,1,0
USR-10463,Treatment,0,0.0,140.0,0,0,0
USR-10464,Treatment,0,0.0,14.6,0,1,0
USR-10465,Control,0,0.0,125.7,0,0,0
USR-10466,Control,0,0.0,16.0,0,1,0
USR-10467,Treatment,1,65.04,286.9,1,0,0
USR-10468,Control,0,0.0,117.3,0,0,0
USR-10469,Treatment,0,0.0,13.3,0,1,0
USR-10470,Control,0,0.0,13.6,0,1,0
USR-10471,Treatment,0,0.0,123.2,0,0,0
USR-10472,Control,0,0.0,117.5,0,0,0
USR-10473,Treatment,0,0.0,103.3,0,0,0
USR-10474,Treatment,0,0.0,99.5,0,0,0
USR-10475,Treatment,0,0.0,18.6,0,1,0
USR-10476,Control,0,0.0,122.5,0,0,0
USR-10477,Treatment,0,0.0,19.3,0,1,0
USR-10478,Treatment,0,0.0,13.3,0,1,0
USR-10479,Treatment,0,0.0,18.6,0,1,0
USR-10480,Treatment,0,0.0,11.7,0,1,0
USR-10481,Treatment,0,0.0,20.9,0,1,0
USR-10482,Control,0,0.0,128.9,0,0,0
USR-10483,Treatment,0,0.0,24.0,0,1,0
USR-10484,Treatment,0,0.0,80.5,0,0,0
USR-10485,Treatment,0,0.0,139.2,0,0,0
USR-10486,Control,0,0.0,103.1,0,0,0
USR-10487,Control,1,33.13,287.9,1,0,0
USR-10488,Treatment,0,0.0,63.7,0,0,0
USR-10489,Treatment,0,0.0,126.8,0,0,0
USR-10490,Control,0,0.0,107.3,0,0,0
USR-10491,Treatment,0,0.0,163.3,0,0,0
USR-10492,Control,0,0.0,19.3,0,1,0
USR-10493,Control,0,0.0,153.7,0,0,0
USR-10494,Control,0,0.0,64.3,0,0,0
USR-10495,Control,0,0.0,21.4,0,1,0
USR-10496,Treatment,0,0.0,10.4,0,1,0
USR-10497,Control,0,0.0,103.1,0,0,0
USR-10498,Treatment,0,0.0,113.6,0,0,0
USR-10499,Treatment,0,0.0,131.1,0,0,0
USR-10500,Treatment,1,47.39,294.8,1,0,1
USR-10501,Treatment,0,0.0,20.6,0,1,0
USR-10502,Control,0,0.0,97.0,0,0,0
USR-10503,Treatment,0,0.0,5.4,0,1,0
USR-10504,Treatment,0,0.0,123.6,0,0,0
USR-10505,Control,0,0.0,104.3,0,0,0
USR-10506,Treatment,0,0.0,70.2,0,0,0
USR-10507,Treatment,0,0.0,120.4,0,0,0
USR-10508,Treatment,0,0.0,113.4,0,0,0
USR-10509,Treatment,0,0.0,11.6,0,1,0
USR-10510,Treatment,0,0.0,134.6,0,0,0
USR-10511,Control,0,0.0,23.6,0,1,0
USR-10512,Treatment,0,0.0,138.5,0,0,0
USR-10513,Treatment,0,0.0,113.0,0,0,0
USR-10514,Control,0,0.0,101.0,0,0,0
USR-10515,Control,0,0.0,24.0,0,1,0
USR-10516,Control,1,31.7,287.6,1,0,0
USR-10517,Treatment,0,0.0,123.8,0,0,0
USR-10518,Treatment,0,0.0,121.6,0,0,0
USR-10519,Control,0,0.0,95.7,0,0,0
USR-10520,Treatment,0,0.0,14.9,0,1,0
USR-10521,Control,0,0.0,71.5,0,0,0
USR-10522,Treatment,0,0.0,103.8,0,0,0
USR-10523,Treatment,0,0.0,9.2,0,1,0
USR-10524,Treatment,0,0.0,168.6,0,0,0
USR-10525,Control,0,0.0,19.3,0,1,0
USR-10526,Control,0,0.0,97.0,0,0,0
USR-10527,Control,0,0.0,112.6,0,0,0
USR-10528,Control,0,0.0,9.3,0,1,0
USR-10529,Treatment,0,0.0,84.8,0,0,0
USR-10530,Treatment,0,0.0,23.2,0,1,0
USR-10531,Treatment,0,0.0,7.2,0,1,0
USR-10532,Treatment,0,0.0,173.6,0,0,0
USR-10533,Treatment,0,0.0,85.2,0,0,0
USR-10534,Treatment,0,0.0,92.2,0,0,0
