age,income,score,target
28,77068.31117560616,97.41944438163571,0
26,75178.5717957353,84.70608269838995,0
27,65623.82847938752,2.3594964645529126,0
38,62084.022079037524,89.85606046748393,0
45,58748.13744200955,78.3198413298626,1
44,44920.70822266648,78.03761235709804,1
52,54386.49846266452,45.79957590035715,0
40,26140.863716092288,39.80052929545028,0
61,58033.207464105,30.29157288331926,1
36,40228.17785698165,6.569485895436578,0
80,37928.21365568458,22.82353634936991,0
49,63597.88302306957,24.66036349780246,0
27,87840.04572689199,48.40770697102016,0
23,78366.33212004625,74.7444406596694,0
47,28589.98792753646,47.38098283979466,1
36,40207.43726859325,5.784444944716061,0
50,78815.42375976432,95.77898009882038,0
47,40350.252129233806,94.27243190941122,0
38,55507.33700005951,78.51895431484084,0
27,71001.04198049103,99.13279015642206,0
17,40633.11090272729,54.448233280026294,1
33,62107.5101229192,96.27683502532061,1
52,33319.49010163591,7.560504061675077,0
43,47972.64712097573,36.568074826137135,1
21,66395.63868285074,22.538126800676583,1
42,28140.125329366616,19.583308413427,1
45,68809.49475920798,14.08029488926761,0
26,59607.24402146637,62.241364156599666,0
42,71049.79908834296,78.1321855747305,0
40,64478.28268129323,57.82983994203607,0
22,87282.80859947688,14.696270958820968,0
45,62504.49005295814,81.11237699334708,0
48,51411.889177494944,63.59547071637285,1
56,62445.95006064568,38.81657061269955,1
55,70865.96058072775,67.4130295536063,1
19,60977.20140651408,25.990497924283286,0
25,60811.83382407765,34.51922084942105,0
47,45960.16624386489,91.74858431319902,0
47,46741.98164898103,29.05045056714204,0
47,31947.89456400613,46.99882681579366,0
97,94991.53486373878,89.01411373960147,0
48,35122.7352921743,70.77213502675275,0
57,46141.896044081856,6.220322616470275,1
54,45631.85468861605,14.730304427897034,0
49,77898.48753888882,0.7841590771916818,1
35,54101.00643415944,63.09217902291634,0
51,84954.84145347468,44.767342541041835,0
28,46530.18751512263,13.427485090227552,0
36,65579.88324447603,95.79341210567705,0
32,43293.05893480485,52.96597239456199,0
41,102902.98255546777,24.189329411288917,0
74,36248.03161940974,50.06035711547076,0
11,66196.41420454055,67.96203327351078,0
50,72675.53761864197,7.623921797356448,0
15,68275.98194902997,27.4703815047892,1
32,56294.246822445835,80.69654908839937,0
56,57403.586005331475,45.966487040266124,1
40,60876.229439582195,54.65771420322949,0
23,57059.95996743023,43.28160022094693,1
29,79277.58233589819,4.389994264300512,1
50,104210.46003182702,16.574977982015593,0
29,48850.16429984333,44.554163874189086,0
43,32603.940408418443,20.918546540792782,1
40,58234.359032974906,4.997902865967873,0
30,111594.18675308637,84.36496640518237,0
72,43926.50864060538,98.11925291641158,0
49,92782.33610888134,79.31428739967394,1
9,93554.0162815288,85.3784921704667,1
42,48928.23516584011,24.197713031704538,0
30,71379.66158370551,96.06269755131997,0
52,92567.93246257075,19.692570445342838,0
28,52417.44518025026,95.14298103618323,0
38,55928.392797952765,99.4819293965951,1
47,48366.38172102712,71.17228057460487,0
52,39704.86538614266,98.1143731791822,0
21,47014.449098679856,56.95397795671037,0
34,35521.19466475487,25.954178317609035,1
32,60681.66936518452,43.699588566562085,0
30,44600.53537882716,59.35609353787859,0
66,64675.71823581495,7.308156202701499,0
46,28882.087075927455,62.234326461724606,0
21,66617.60464428914,98.11778367622945,0
53,76670.5792321785,19.010764978372762,0
71,20125.28714857089,79.25951162883833,0
55,67481.13139695144,90.78987937796194,1
17,84553.37984946584,94.37015928202209,1
32,35807.17962617589,96.01356044054472,1
59,93451.44773675407,52.14596387214719,0
29,68380.3801873209,97.73079079915037,1
46,45899.76288483183,75.73102071344388,0
51,58884.61844684588,16.16714362369619,0
26,71166.53825043445,47.690010646797,0
39,61520.10782824823,71.8331175372004,0
-8,70775.11984892738,24.734031581908333,0
24,41586.52813841267,64.06151835488873,0
36,63387.21648072156,66.66004790466192,0
21,31725.710061900398,16.26997438085659,0
64,57775.47877302599,56.50853124527563,0
18,41921.847170704204,77.16269109786077,0
33,45289.40114820467,49.88956645359419,0
41,84721.86350420874,1.2103116776107425,1
61,81826.20241188537,0.9038469079292177,1
18,72182.76241814354,35.702934397001215,0
57,38153.744706548416,92.6194068431782,0
40,53671.83100610396,22.867677960360876,0
25,84261.95399958367,63.43636888716871,1
46,62834.33827279809,22.207587069332057,0
42,106386.59079963388,32.16699896595486,0
30,67866.35678788743,84.8042089601484,0
41,63840.98232980063,72.88614422699469,0
34,53817.67071594997,9.539927731321063,0
41,62670.81809564565,42.87020209864336,1
49,56950.603272389126,2.916976364526447,0
63,74162.17353377181,48.0890146603009,0
21,79134.04633589167,66.24340117010681,1
71,44280.21078984101,11.850262359815156,1
10,33375.34092884444,28.888493890916568,0
37,23275.892537934065,39.783662550215695,0
48,70159.82653825087,91.95310246560497,0
44,37932.66787652252,99.32550154229641,1
30,16942.18814095034,4.491129899561585,0
36,67771.57209061929,76.1007923495392,1
32,109859.99034865582,37.17240664023432,0
31,59878.58176920213,39.245818622948,0
52,76769.81548903283,75.42649733470228,0
45,61636.5871709513,91.84264321454087,0
29,58022.20693617715,95.09285945025483,0
53,78381.52965975537,57.712258603832076,0
44,54194.509116226975,35.71211593005028,0
52,65347.84628143806,78.75490858587793,1
49,66433.95612392027,25.100138326230027,0
27,46638.190927139025,56.40740288335178,1
31,79840.84699073045,35.85784615248732,0
51,56500.80486609183,65.66310737078761,0
49,44885.096810143106,24.03989128935069,0
39,70730.19687140807,19.159294573482576,0
41,42030.64036417926,91.8239086675437,1
59,60563.62314738257,10.18036829495369,0
31,59817.62006711593,50.595790773493164,0
48,81717.91131663157,22.085278296300892,0
36,69493.96465759905,3.892996332566745,0
36,59499.46082509712,3.601881829142639,0
56,76355.32598400574,17.522177210582733,1
52,87804.15098034627,86.67703545060003,1
52,71156.20612703725,28.247874397702667,0
59,60207.05239686761,95.04591705752958,0
40,33763.27535299681,58.16222929891936,0
50,38697.72673849255,43.66141897687661,0
35,53895.50591290665,58.00888346694546,0
44,47809.75595681433,51.669838522626776,0
38,56260.57394029108,75.87762537573252,0
41,61132.99849794214,28.249606597285226,0
48,70593.85508713461,35.30503916003024,0
27,58590.024438818175,89.40943025332507,0
71,69730.03287652404,94.64565131504055,0
24,61289.488296202406,89.25582274864745,0
21,20490.668672922577,41.94479939573136,1
57,41213.29212362491,78.03655030068816,0
51,57118.24888556769,47.63357333010988,0
49,35806.10514317785,49.75398521461022,0
49,71998.57459992409,20.468010905728395,1
39,90615.01664687395,59.113030325851646,0
26,84375.23703394634,18.613589775334795,0
41,55731.14258139584,33.15646990671938,0
29,89814.52273699903,85.50302016199352,1
54,62973.34914404223,20.707580921085523,1
37,53258.28057763921,7.115828517343282,0
27,47731.9467291812,6.90075926128163,1
35,53950.60627023743,94.07845205031079,1
46,52236.46362917543,50.69204379618346,1
31,63408.32444750975,40.941207181701834,0
27,63211.47962099729,81.08785810079185,0
43,60060.92040306829,83.5825927910516,0
43,68738.763394927,33.21910331156046,1
32,83812.92549572683,69.36180574737952,0
32,78991.08270882648,77.11228158518865,0
43,30302.040631001928,65.46506868659546,0
18,8921.577301960904,15.159507480009937,1
18,78686.39822478547,87.5883083517057,1
29,32662.42603169158,53.90945527360087,0
36,55504.69196214633,28.24724263700037,1
44,36597.739478812815,42.52281854376939,0
62,23960.391248399603,3.757109039890738,1
52,70829.25456409575,12.786680122241755,0
37,75183.10320605294,76.55467505158609,0
39,48469.791985465614,0.0011634755366141114,1
24,8179.154157101802,41.65658284822922,0
39,49075.11103495034,52.251018108558846,1
35,67836.08010805093,5.4634420000972295,0
44,30421.768624517426,97.30781629723329,0
27,63667.19839558311,22.612533124967193,0
47,59693.80301654009,30.419871963628086,0
62,71585.82999202177,30.39425122550273,0
38,62391.60736828307,23.04166621173499,0
46,40538.621182368894,0.1473822086311416,0
50,83931.43003328983,72.93447940879963,0
33,56829.4085394606,96.68454997992853,1
43,59453.909209801364,22.429348328504506,1
40,41334.64081853608,66.30471918034225,0
41,51134.354976169794,74.18963269587151,1
28,42303.94571946198,84.84253790905247,0
40,56541.07880153154,42.262919701360914,0
47,94234.16960284687,30.293090564042924,1
61,32561.977141372874,32.52951340230311,1
54,27728.772042465178,71.26213330985128,0
72,89423.40654987218,81.6779466505636,1
28,55813.526456962674,18.161396775660265,0
53,46618.54522680167,37.09410081577652,1
42,80798.09374792152,90.19401967491501,0
72,47887.689205262715,80.66935196947392,0
27,96520.19427093872,98.48584027624759,0
27,73558.51742678539,75.42482596820807,0
31,50241.77183708595,39.319520102792225,0
8,103146.16426531007,59.06378339946377,1
32,47885.70153993323,66.10142542473203,0
28,74841.90744018614,7.845581631712395,0
42,65985.85160812984,54.44969591038651,0
45,86034.82578797596,70.93208284726096,0
68,91230.22393453706,16.732130400106037,0
54,60640.08298131533,78.06317174255571,0
31,44931.64259307633,58.37727805141116,0
26,69199.44285878233,95.22217856975946,0
47,46445.692604957876,4.24222982068917,0
20,100267.74495053246,26.5326137555467,1
67,62730.70662165475,60.15538792998241,1
57,52693.56897375783,29.65599122059307,0
32,63693.60611729817,71.44241640712423,0
14,33057.47420940607,75.9005282521931,0
60,40567.71922978697,10.251596406647446,0
38,84008.27815888851,51.38544642067677,0
58,46862.114420572085,50.889055559105586,0
16,39061.78034636121,36.92807702155411,0
31,70733.05505054572,93.29248625696721,0
40,83714.08309325993,82.75063198732212,0
40,74379.06621330134,69.72093819096368,1
33,79920.95371611633,71.43266357349975,1
49,44864.09822861078,46.17161438131191,0
23,31563.786665163127,92.09945210965759,0
37,90026.67303910974,69.45954272532853,1
41,53546.403223157286,72.89810616558164,1
47,54983.339670899055,86.16909037873452,0
50,86563.88283698115,27.4071589342191,0
23,71124.6001880132,80.7070903866703,0
16,69117.75544163215,19.524060295649203,0
59,103300.04689802168,34.53419522448878,0
44,47129.63539239714,33.56104542698427,0
28,78556.80256162475,97.85254683891405,0
63,61140.26249794169,85.65372237479268,0
41,65371.845577265136,70.11698615902597,1
57,90569.36852825063,72.70567616153902,0
41,70156.71512579247,56.20727944025711,0
70,70765.92158099265,94.70906671085191,0
66,81450.14674619604,49.62587528823615,0
36,52700.945409142296,38.05177098698945,1
54,43215.80665321987,16.3035336931591,0
49,39103.81611957933,78.6205652261058,0
60,20672.868212479967,73.44439320755914,1
25,101124.14259880644,38.43550385241349,0
50,37935.83268556633,2.519341395922936,1
55,55574.92752828456,83.89973277180107,0
13,54463.73400222159,1.1417983454073632,0
22,66148.13395618202,70.3699779629051,0
9,76314.74425078594,97.02571097260571,0
35,77209.46976719491,43.766132814820345,1
50,48338.45122862123,23.497340499595275,1
62,56657.56572427177,70.48710100433817,0
41,65651.599009766,81.71281420155852,0
64,55026.17747632906,54.64303160778473,1
19,92146.91152039985,96.70352752561462,1
14,69819.49903276503,5.166872165796111,0
39,74697.55572099634,50.479559830452814,0
45,73257.62537334826,71.845394732255,0
39,83469.4771497065,86.2640471149179,1
8,63620.43117407414,17.925561190779003,0
38,34063.36104088307,80.00034817636814,0
20,67993.75903505283,55.27070757185453,1
50,46972.86212416342,39.65536819899632,0
45,49427.666365004865,13.171502857909356,0
25,71727.28037510187,86.52957589089124,0
32,84765.66142867271,15.727320817971535,0
24,60425.43153472123,30.978785920909925,0
39,66176.66025197928,29.004553196243688,0
54,94044.29889270476,87.14140341908544,0
25,64815.063589771366,67.2702994208898,0
47,112033.6622836079,79.66813971913723,1
32,71310.19291263088,25.046789879249896,1
28,24784.74481688365,62.48740996069989,0
38,75066.83242209065,57.17459831437487,0
24,67623.16769765556,83.28303767882711,0
31,85795.05508165491,90.60870604812605,0
22,73463.62702539917,1.2156771477386807,0
69,57230.880320324526,67.40199190587927,0
40,35514.035274212685,5.1835799119729025,0
29,55819.534854279496,54.88586650773559,0
43,42989.590915814,28.76327290436782,0
38,48389.53100390555,30.67765995221412,0
36,71771.5680884122,35.29585034523566,0
49,93398.09008702813,62.12924490496101,0
51,67893.43059645963,33.40499656687692,0
32,36082.33875929631,73.26990505902803,1
31,68892.05336440282,40.45273855738697,1
35,83932.62973291302,6.835320030995861,0
5,47804.341913612356,78.37598424841073,0
17,57319.65666654165,28.5758324592706,0
60,60293.76389458394,43.276687959926264,0
64,44302.033738355196,68.54438832219016,0
36,72965.60867687718,33.2456157148712,1
48,57581.037027844366,5.658565614671563,0
44,68390.64887814055,37.39210470128136,1
86,42250.156443957996,94.44485826943034,0
56,51250.83399353179,64.17343972985582,0
38,74447.62715655542,67.1479148667207,1
25,52543.33695816466,63.22821536376399,0
15,94539.2770246681,19.899213895943678,0
43,52007.27628770795,41.833386410228016,0
28,64493.69451503772,75.09397983633183,0
18,78651.8166374618,10.137289755315916,1
30,31632.685341339366,27.785277608971228,0
23,24783.823760384483,27.631910846585363,1
65,29486.873708598105,43.2018927594506,1
53,85251.68206854364,98.0368740942185,1
39,48962.83708215106,6.750254668382194,0
62,111163.98571336505,51.870099438059505,0
41,48715.04802685223,17.936468201221047,1
27,63691.02606394074,97.06765454097442,0
62,90842.19905135751,11.33035047274642,0
48,100121.85776318246,40.36010023615913,0
24,101230.07153272795,73.78849848346061,0
37,84167.32461186284,70.45544280274453,0
26,80481.25051622925,42.272863689393226,0
19,71850.53898402366,34.652416795271826,0
53,75567.22152333276,39.76123785528706,1
68,48976.28567342933,26.42762631586393,0
19,43636.02233155386,20.53329387067998,1
48,59932.51085178096,48.303969755889,0
30,56596.307549501435,26.853375606760732,1
32,50935.439013454496,28.746166489725013,0
31,73927.7489491343,65.67560634745571,1
27,79106.10417141022,96.85373316998923,0
40,61768.13772583695,60.363720055937506,1
27,89550.60162110523,7.697946706496628,0
44,37166.2177173299,7.558361385406698,1
39,56126.81081440564,95.1423220845566,1
36,45663.5535879439,29.729079030733363,0
26,22669.267658538804,9.206698608247542,0
31,58346.386283146014,59.90445871503815,1
51,57565.04983233433,62.36487782902661,0
47,90268.99486484262,64.85048201186882,1
25,72616.23369109555,26.74020278575413,0
41,39516.263513415906,1.5110684214475034,0
51,97081.85132668377,96.50153694544719,1
14,84420.67391050706,25.089304569110247,0
48,71641.95406937231,67.60262880525475,1
30,55470.31802300336,70.66298698787095,0
48,40811.21526553041,61.00074170794857,0
28,52555.86447857894,31.290739421364822,0
12,81774.97239408371,27.109625376406576,0
15,97691.72611869218,59.76682827027031,0
40,90864.87056544378,86.60956336116915,0
43,50223.01156427452,94.67337289233956,0
26,37607.65133421977,10.590580440375764,0
49,62817.72493822408,15.482861259771985,1
15,24631.21268874297,94.47362587830797,0
39,66463.35428369563,73.65352283347926,0
21,57047.948274026625,88.29938248297731,0
30,50679.26996263515,20.263263413534315,0
40,28105.938654664093,58.758587110940184,1
27,70272.00213139433,70.11395944174737,0
34,49345.98320676177,68.01118854469726,0
55,36601.66328579424,40.81516908666981,0
31,2554.7557343670123,1.5394891691308477,0
52,59449.701898987274,58.29260568042631,1
23,95445.03193339487,25.310153917960875,0
47,93225.1842909574,45.02542461428904,1
61,50858.07486827456,95.75810150838173,0
2,47955.75879276439,39.903531764243475,0
28,69375.48512150047,83.98016066644267,1
48,40032.29121623417,18.854060574925114,0
36,66035.83799638932,67.24604980250288,0
45,75321.6055676938,97.70069544389435,0
30,84538.66447768615,10.189310087293679,0
41,57996.918470400946,0.8319942227192012,0
37,55926.524996460685,43.35827926326144,0
57,42440.34826486878,9.26254830513672,0
43,43462.3929192028,74.83843496762313,0
45,55470.422161969465,91.45486638485589,0
33,67347.31013632356,43.402097270875885,0
32,78271.69252466499,25.871164215544095,0
33,43936.4209863931,43.44033190066098,0
45,89853.77137919044,72.3447817850001,1
33,54577.527979148625,0.9054161580370979,0
44,59572.654113031276,58.945398948469716,1
71,45055.76641704353,61.329168488737906,0
53,11515.194794541167,63.76882468959355,0
35,77680.907927221,24.202207998087722,0
58,74736.87794184867,71.40527233781268,0
33,54373.44885763573,9.13914863317764,0
9,61339.81434449744,19.92703364668008,0
24,70318.78435408199,87.74700466544819,0
11,28749.082862269148,73.87231507265663,1
34,49418.9464530741,1.3745554011345251,0
40,75885.29359243654,24.83762603698002,0
65,34914.21153661501,21.440648299316457,1
44,65871.15864333259,27.080632803697256,0
36,32868.3639075319,24.755977027988642,0
52,69328.59964867053,6.252629574284574,0
6,59287.17035405033,45.894051659682034,1
43,27697.363681889812,73.27334747861651,1
51,83294.78708914343,60.67317247174364,0
17,45308.168464039016,67.28716685980798,0
57,43794.95125971238,8.114917853623915,1
45,64011.38394461886,95.14907101767872,0
33,82972.7469885743,83.84918338430248,0
49,39683.56362043206,80.50903184956627,0
74,61233.59699695943,82.29838050417675,0
42,68576.33000661146,93.27105081327613,0
43,73862.11214526289,54.42539661136977,0
33,63528.8311055445,20.02820178676259,0
27,52659.44321833355,61.678360785254114,0
52,43448.195587025606,74.2881493667939,1
27,61722.877660927494,73.79173933540254,0
41,38557.21976028786,52.14490241668801,0
32,1572.990330107852,6.845871933357806,0
47,68731.19608315335,37.11129384301278,0
45,78078.6968217239,92.07666084633573,0
55,12741.351289163234,58.4448909757426,0
32,39805.385905801246,53.83319432557134,1
35,72383.08522010395,26.885351438219352,1
25,101149.90939423398,36.84489199165789,0
33,60415.87415350816,89.53460891531692,0
45,45439.94117541731,66.64630475268358,0
51,56342.0711779032,78.73870267523328,1
26,87497.5283829637,45.434542306765515,1
53,47080.71641750929,63.024721945615795,0
60,44016.15986699493,24.838360874320752,0
46,50345.12955635935,70.54608302834863,1
68,40933.42783482575,42.76013337033373,0
28,62453.40631989591,44.25455148147456,0
21,92493.56916939121,64.93223245768817,0
13,66461.58546232058,93.62806214689266,0
62,54952.92995747425,6.400634660862092,1
49,54163.77462168912,82.47432373470076,1
39,28736.18382606686,29.238311041219312,0
44,77662.19554294318,44.391945450637785,0
23,58443.25605974396,2.1913328775008956,0
76,56390.401728187484,30.1046077834313,0
41,123862.15135689722,50.26312426301305,0
41,65975.05816731372,5.617607734743901,0
50,44964.178998096315,49.10957293831652,0
47,51472.84807588914,92.71106288584274,0
43,82968.91418393509,10.539321810780521,0
28,62265.40821075529,76.44407280755044,0
47,31234.440433652668,40.967105337599264,0
68,78384.57869150407,65.5173714524338,0
60,46637.11828922012,26.023659798522935,1
63,97465.95552435091,15.949226254135828,0
32,81600.96131429297,16.046261427122644,0
25,51053.562086824975,7.049194564314465,1
38,85620.32723470226,18.564670490124303,1
40,61357.11021054807,66.42193849889682,0
56,77055.4735024444,88.16906118435081,1
14,69694.6563458895,81.41256855911618,0
62,43072.86690018253,68.51343098744842,0
37,47129.00335365076,11.043186341110268,0
33,80599.21635162322,28.918744629594983,0
24,53304.493357869185,30.980687532246897,0
15,51927.030735160064,24.99569463976212,0
52,40897.54841301294,51.50056597097231,0
41,68471.98131186923,53.55538148796726,0
20,101250.4983848629,35.68859751711102,0
20,38649.34171491454,35.3789158736436,0
34,60484.38913345516,82.85555979060814,0
65,88244.41110830859,78.92928483196856,1
36,58407.172175085696,30.779583168074566,1
17,69047.43592499467,91.37884438732593,1
36,38752.12943706241,95.2815017002506,0
35,68566.14194415297,32.67425420300408,1
0,56257.11469990903,35.442494879305485,0
39,79714.59991359725,50.56341534219588,0
36,83747.72103129502,94.11208125336735,0
50,111791.27284037229,87.63194331423115,0
67,71592.6634642715,10.25679625835898,0
56,66515.92633164334,39.27307432714162,0
35,63887.68603154672,55.33711897497719,1
23,52936.67414378624,50.313247255154,0
78,66769.67686923382,19.38630679368927,0
40,54091.97179721941,85.88167711681547,1
40,63369.219525392284,67.69407829968374,0
39,86351.95071215919,83.79083748518036,0
42,39869.14869440718,85.87642793494722,0
37,82797.57122258091,74.83558536657398,0
31,86342.3013467973,43.92106012497173,0
31,57638.629460178425,61.054675501542455,0
39,17562.902019828107,16.036540611974313,0
31,47843.56025811135,67.36454174749078,0
29,85939.89093122218,17.925325573928074,0
41,59542.63875402236,69.39495905101568,0
36,40013.95535410178,22.959816075396866,0
62,49904.50157543565,11.755130015021997,1
0,76812.40053009106,16.52844901429574,0
56,70934.67136402758,0.1992135219070268,0
58,55221.358016606115,71.87396178535302,0
8,52663.51176370625,73.24010490583791,0
34,52164.83701912356,51.493334991325945,0
34,41551.79631002995,16.13628010553837,0
18,92307.51378938883,8.355433751068976,1
28,53553.5906157732,1.912896643728701,1
23,84343.17041650994,16.57481769652207,0
66,90426.32103844902,89.08555349831467,1
54,79966.2179629592,24.153684170168177,0
59,51367.59374563903,35.42713272172156,0
50,68074.60180673219,10.534548448133318,0
23,59516.08787218168,22.236130474817028,0
32,41925.96278539744,51.922457078020514,1
47,66487.18563443205,60.775268309565256,0
21,36419.20417680395,24.535231416621105,0
50,83753.58776923128,5.773215922511721,1
36,50707.65405403214,39.10328691273987,0
34,64023.19311745679,23.420337092633414,0
50,65665.75743092284,21.955392322980195,0
46,54821.900525918456,95.98628027134552,1
34,71733.8760295055,61.63004859257241,1
57,50501.92686754951,55.68784431720959,0
23,77425.94594914488,41.57751035233219,0
49,33080.40639506503,42.89443334301443,0
48,62527.591590928234,54.090500383808084,1
35,98778.5799811657,69.64298070361072,0
44,39993.37350788851,70.21460961818295,0
21,46445.10058950297,17.169390770544958,1
53,70278.1569931783,50.0112752076627,0
37,63591.63563879196,41.195809503410196,0
32,67012.60198547118,87.05269662693841,0
