Record_ID,Date,TV_Spend,Digital_Spend,Radio_Spend,Discount,Quantity,Region,Category,Competitor_Price,Customer_Count,Advertising_Spend,Sales,Profit,Month,Year
REC-00019,2023-10-24,1838.21,3199.85,2673.67,20.16,168,South,Electronics,309.42,1413,7711.74,16192.78,2407.64,10,2023
REC-00020,2022-11-05,7476.61,6356.41,259.96,17.51,210,North,Clothing,203.93,1170,14092.99,20911.01,4157.68,11,2022
REC-00021,2022-12-10,10472.88,4243.31,4355.9,15.77,496,East,Electronics,414.49,1074,19072.09,23550.26,4211.92,12,2022
REC-00022,2023-05-07,7919.03,6480.49,416.97,7.49,54,East,Food,157.23,1838,14816.48,20273.06,3013.87,5,2023
REC-00023,2023-02-18,2776.18,1683.75,4783.54,0.06,459,North,Home,150.97,3385,9243.47,16720.69,1940.89,2,2023
REC-00024,2023-01-21,5970.65,1766.03,223.2,5.22,273,North,Clothing,277.03,857,7959.88,18587.32,3789.76,1,2023
REC-00025,2022-07-11,537.63,1893.8,3502.81,3.51,80,East,Sports,167.38,3195,5934.23,12915.49,2076.59,7,2022
REC-00026,2022-10-04,13090.37,11289.87,502.81,13.47,373,South,Food,54.09,420,24883.05,32139.67,3566.24,10,2022
REC-00027,2022-06-10,1725.5,8848.21,4562.32,18.37,380,South,Electronics,341.73,2421,15136.02,23324.93,2744.8,6,2022
REC-00028,2023-04-05,9160.53,2116.11,2375.72,6.39,112,East,Clothing,279.99,655,13652.36,16841.04,3240.87,4,2023
REC-00029,2022-11-10,14800.73,2422.52,773.87,28.17,499,South,Electronics,250.48,1486,17997.11,21541.14,1856.42,11,2022
REC-00030,2022-01-22,8280.56,8823.79,1770.0,0.2,134,North,Electronics,485.14,4863,18874.35,28742.18,6291.46,1,2022
REC-00031,2022-09-10,13898.61,2042.73,907.64,23.17,322,South,Electronics,307.04,3147,16848.98,19940.48,1959.14,9,2022
REC-00032,2023-07-15,3923.69,2967.82,935.85,18.76,473,South,Home,438.54,2527,7827.36,18050.34,3455.73,7,2023
REC-00033,2023-04-20,11519.35,11567.49,4745.73,11.21,492,West,Home,112.75,2104,27832.58,32738.42,4428.48,4,2023
REC-00034,2022-02-28,8203.35,3212.62,2281.71,1.51,295,West,Sports,306.14,2030,13697.68,17858.62,2659.33,2,2022
REC-00035,2023-05-26,10947.48,8007.26,3965.13,18.82,467,West,Clothing,440.59,4941,22919.88,26538.48,5395.04,5,2023
REC-00036,2023-11-13,1403.95,11747.85,3234.07,11.57,239,South,Food,312.4,4870,16385.87,22881.86,3153.29,11,2023
REC-00037,2023-04-21,2642.22,4616.7,3414.49,28.09,155,East,Food,373.11,2263,10673.41,14746.95,2289.45,4,2023
REC-00038,2023-12-01,2430.2,406.69,745.3,16.26,379,North,Food,217.42,3967,3582.18,11140.04,968.09,12,2023
REC-00039,2022-07-09,10463.9,3080.94,1247.5,28.19,206,South,Electronics,91.6,2526,14792.34,20235.02,1625.45,7,2022
REC-00040,2023-11-18,12744.39,10004.35,3955.08,6.61,382,East,Home,256.06,3893,26703.82,31124.12,3556.62,11,2023
REC-00041,2023-07-17,11369.44,10402.38,4856.75,21.77,230,South,Clothing,227.52,2613,26628.57,27856.67,4882.76,7,2023
REC-00042,2023-07-21,941.85,9268.53,1387.11,18.52,432,North,Electronics,440.18,3903,11597.49,24916.63,2416.34,7,2023
REC-00043,2022-09-01,13074.62,1534.7,1430.69,22.18,69,South,Home,159.8,2427,16040.0,18515.94,1776.17,9,2022
REC-00044,2023-05-20,5635.13,9587.02,2417.2,6.44,107,North,Home,485.03,717,17639.35,24844.11,3416.92,5,2023
REC-00045,2022-05-11,6258.88,11040.4,4920.82,19.95,180,South,Clothing,481.16,2265,22220.09,24698.32,4215.93,5,2022
REC-00046,2023-04-30,2020.6,7287.19,1417.9,14.94,391,North,Clothing,161.43,3408,10725.69,18297.61,3287.9,4,2023
REC-00047,2023-10-09,11192.38,11302.33,2094.16,22.28,182,South,Clothing,206.62,1092,24588.87,26574.08,2789.83,10,2023
REC-00048,2022-01-21,3143.12,9956.7,4468.25,9.81,160,North,Electronics,453.0,1477,17568.07,24921.79,2271.43,1,2022
REC-00049,2022-06-16,8677.49,8070.26,114.31,26.7,462,West,Sports,484.98,4481,16862.07,24142.3,5109.85,6,2022
REC-00050,2022-10-01,12690.29,7010.79,294.85,2.53,359,South,Clothing,249.55,3274,19995.93,26345.52,3069.08,10,2022
REC-00051,2023-01-23,1793.46,4313.17,3059.95,24.22,399,South,Sports,194.45,4882,9166.58,17719.89,3534.56,1,2023
REC-00052,2023-08-24,8262.37,2079.59,4546.16,25.84,449,East,Electronics,286.74,1405,14888.12,18794.78,3775.66,8,2023
REC-00053,2022-11-12,3881.64,7338.46,1270.4,24.52,131,East,Sports,359.5,4933,12490.49,18072.17,3400.34,11,2022
REC-00054,2022-01-14,5472.44,3953.72,2401.24,15.38,117,North,Food,173.06,3178,11827.4,18865.53,1955.16,1,2022
REC-00055,2022-08-30,7372.56,10423.98,2307.28,13.15,13,South,Sports,381.41,2786,20103.82,24967.38,4869.94,8,2022
REC-00056,2022-12-12,5649.01,11921.38,2417.56,29.89,102,North,Clothing,73.25,3083,19987.95,24206.02,4543.35,12,2022
REC-00057,2023-07-19,9907.93,9078.65,3150.35,6.88,416,West,Electronics,72.18,2623,22136.93,29338.56,4798.06,7,2023
REC-00058,2022-12-06,7453.94,1267.68,2401.74,16.41,15,East,Clothing,223.83,3682,11123.37,12836.13,1632.86,12,2022
REC-00059,2022-04-02,8970.89,3606.49,2292.59,20.12,297,North,Food,209.06,1585,14869.98,18189.19,2123.61,4,2022
REC-00060,2023-01-02,11183.93,1487.49,2424.01,21.03,115,North,Clothing,192.03,2200,15095.43,16221.17,1574.5,1,2023
REC-00061,2023-03-31,8587.26,7876.04,2995.25,6.12,155,East,Clothing,270.96,4681,19458.55,25373.98,3840.76,3,2023
REC-00062,2023-03-04,9004.76,9229.25,2731.34,19.62,280,South,Clothing,194.33,3815,20965.35,25113.55,4066.8,3,2023
REC-00063,2023-05-24,8684.65,11122.96,4285.27,24.55,433,North,Home,136.52,2101,24092.88,27304.87,3558.03,5,2023
REC-00064,2022-02-04,5992.2,5370.43,342.53,1.5,387,East,Food,189.26,1487,11705.17,23991.26,3515.93,2,2022
REC-00065,2022-07-25,5392.98,10836.23,4183.25,27.35,105,South,Clothing,488.71,3283,20412.47,23888.6,3126.83,7,2022
REC-00066,2022-03-22,13544.89,10559.12,4235.23,0.89,466,West,Clothing,235.0,1130,28339.23,31758.42,5390.7,3,2022
REC-00067,2023-07-16,9309.55,3942.91,1496.05,10.68,238,East,Clothing,250.12,1865,14748.51,19240.8,3967.0,7,2023
REC-00068,2023-01-23,4043.12,10453.03,2367.97,0.47,211,North,Electronics,309.45,4863,16864.12,27848.24,2866.94,1,2023
REC-00069,2022-01-02,7724.59,4632.93,2248.84,2.31,221,West,Home,492.5,1320,14606.36,24179.01,3225.41,1,2022
REC-00070,2023-01-25,5290.05,3703.06,1170.7,27.34,15,South,Electronics,158.72,3906,10163.81,13570.26,1353.25,1,2023
REC-00071,2023-07-20,14038.53,7859.08,2044.3,10.65,121,South,Home,356.58,2514,23941.92,28036.25,4695.85,7,2023
REC-00072,2022-04-16,609.25,4074.9,317.5,12.74,385,East,Clothing,372.19,4445,5001.65,17878.65,3254.66,4,2022
REC-00073,2023-04-22,3767.33,7636.46,1461.33,6.46,388,East,Food,323.3,1718,12865.12,21469.38,4518.61,4,2023
REC-00074,2023-12-04,5797.67,7396.02,4101.74,17.91,456,East,Sports,89.86,1363,17295.43,23242.13,2766.79,12,2023
REC-00075,2023-02-06,7573.24,6848.58,1494.36,17.84,332,South,Sports,354.59,971,15916.18,20781.99,4427.18,2,2023
REC-00076,2023-07-10,12836.85,4688.95,4109.21,11.17,115,West,Clothing,78.84,934,21635.02,22631.23,2010.94,7,2023
REC-00077,2022-06-11,1774.37,6672.3,2704.84,9.99,148,South,Electronics,318.26,2922,11151.5,20192.31,3320.06,6,2022
REC-00078,2022-07-21,12185.04,7238.53,4411.33,26.55,308,North,Food,382.81,1018,23834.9,26275.72,2312.23,7,2022
REC-00079,2022-09-27,1306.98,6639.11,2916.42,11.5,410,South,Home,144.94,1824,10862.5,22378.05,4590.37,9,2022
REC-00080,2022-09-28,12713.55,5444.15,245.37,14.81,105,North,Clothing,428.73,2513,18403.08,21008.15,3238.9,9,2022
REC-00081,2023-04-01,1248.71,373.07,3409.56,8.5,397,West,Food,63.66,1413,5031.34,10995.63,1910.04,4,2023
REC-00082,2023-04-07,764.52,7127.33,319.78,23.6,456,East,Food,429.72,4598,8211.63,18256.23,3585.9,4,2023
REC-00083,2023-12-28,10605.94,2187.64,2307.93,11.92,461,East,Home,257.15,2205,15101.51,21344.94,2156.77,12,2023
REC-00084,2022-09-09,14960.21,7782.4,4654.19,15.41,346,South,Food,147.91,2668,27396.79,29010.84,2477.61,9,2022
REC-00085,2023-12-03,13500.85,9160.26,909.5,7.6,306,East,Electronics,110.2,1238,23570.61,29665.99,6023.48,12,2023
REC-00086,2022-10-23,8851.98,6105.25,2010.37,29.63,476,West,Electronics,478.99,309,16967.61,23927.55,2969.19,10,2022
REC-00087,2023-12-26,13802.24,6599.89,3676.32,8.74,398,East,Electronics,82.7,1164,24078.44,31345.6,3073.66,12,2023
REC-00088,2023-12-21,576.85,11427.45,4423.07,23.12,425,South,Food,139.59,2320,16427.36,24933.46,3629.93,12,2023
REC-00089,2022-12-04,14638.47,10196.57,3387.62,12.82,223,West,Electronics,206.52,333,28222.67,31338.02,5132.0,12,2022
REC-00090,2022-02-22,7615.86,10987.99,1365.05,6.19,463,North,Home,329.11,892,19968.9,29264.6,2468.06,2,2022
REC-00091,2022-08-05,10981.99,9802.44,3405.58,23.99,300,South,Food,295.16,3210,24190.01,26580.97,3149.46,8,2022
REC-00092,2022-07-07,12402.49,1485.24,1553.97,10.01,31,North,Sports,106.54,2266,15441.69,20601.14,1742.69,7,2022
REC-00093,2023-01-15,10917.63,1958.1,3620.3,25.96,202,West,Food,180.38,434,16496.04,17152.07,2381.51,1,2023
REC-00094,2023-05-08,8258.03,6414.16,4774.76,27.46,477,South,Home,157.44,1459,19446.96,23560.04,4837.21,5,2023
REC-00095,2022-02-10,7410.98,3103.62,3634.83,25.79,159,South,Sports,146.09,1314,14149.43,15815.38,3440.97,2,2022
REC-00096,2022-06-06,12659.45,5825.01,4328.11,1.05,377,West,Food,235.01,4519,22812.57,28923.49,4893.47,6,2022
REC-00097,2022-01-15,3473.62,4853.51,110.31,23.62,256,East,Electronics,366.81,383,8437.44,20241.18,2077.34,1,2022
REC-00098,2022-03-06,14535.91,6683.09,3616.1,12.34,276,South,Clothing,147.85,312,24835.11,27514.88,5690.6,3,2022
REC-00099,2023-06-05,10808.81,9013.13,4164.98,26.21,470,South,Clothing,215.01,1758,23986.92,27555.79,4196.05,6,2023
REC-00100,2022-12-10,3392.85,8642.79,298.74,19.14,260,North,Electronics,225.91,4178,12334.38,22816.24,2316.42,12,2022
REC-00101,2022-05-09,11175.58,6350.56,4370.83,25.01,499,East,Clothing,489.41,4947,21896.98,21376.4,4468.56,5,2022
REC-00102,2023-10-10,8182.68,9904.24,1357.8,14.98,12,North,Clothing,479.6,1517,19444.72,25286.14,4704.38,10,2023
REC-00103,2023-04-17,10754.84,5284.17,3359.93,16.05,402,North,Electronics,410.06,2486,19398.94,25894.88,4724.23,4,2023
REC-00104,2022-03-04,11632.8,10781.23,4021.74,4.33,325,East,Electronics,158.75,1894,26435.77,33187.72,5950.07,3,2022
REC-00105,2022-05-19,1765.71,1041.11,3347.06,23.52,85,East,Food,80.62,204,6153.87,9178.28,991.69,5,2022
REC-00106,2023-05-14,7838.51,11464.99,552.2,12.58,96,West,Food,192.61,4965,19855.69,25297.45,2771.11,5,2023
REC-00107,2023-08-16,14014.21,7925.38,3021.98,15.0,279,East,Electronics,170.06,3993,24961.56,28098.6,4955.5,8,2023
REC-00108,2023-01-27,5149.31,4684.88,2792.96,23.55,234,South,Home,277.67,3945,12627.15,19341.11,2142.24,1,2023
REC-00109,2023-11-06,9111.3,2526.42,4511.57,17.97,27,East,Clothing,399.98,3790,16149.3,16161.35,2285.44,11,2023
REC-00110,2023-02-23,5853.84,5854.36,2080.77,6.03,122,West,Food,436.25,3392,13788.98,23263.72,4408.02,2,2023
REC-00111,2022-10-16,7086.89,2495.79,1673.3,17.71,260,West,Clothing,430.19,478,11255.97,17530.26,3326.43,10,2022
REC-00112,2023-01-14,8454.75,2162.71,3774.27,12.23,242,West,Sports,211.85,3393,14391.73,16705.09,2396.46,1,2023
REC-00113,2023-05-05,8459.37,7484.75,2122.11,14.09,338,East,Electronics,359.26,3429,18066.23,25249.51,4820.3,5,2023
REC-00114,2022-08-19,3425.09,6372.4,3265.87,0.85,288,East,Home,190.78,4908,13063.36,20861.06,4118.12,8,2022
REC-00115,2022-02-10,10426.29,8107.13,3267.61,6.3,211,North,Sports,77.41,3538,21801.03,23536.29,4040.44,2,2022
REC-00116,2022-01-28,1774.09,11169.35,4451.39,8.43,92,North,Sports,365.7,324,17394.83,27043.49,3028.32,1,2022
REC-00117,2022-05-15,2512.96,6480.67,3033.59,21.39,134,South,Sports,54.42,837,12027.22,18732.68,2217.23,5,2022
REC-00118,2022-07-20,539.31,7055.0,2560.55,0.34,184,North,Electronics,234.13,335,10154.86,22683.75,2814.55,7,2022
REC-00119,2022-02-02,2192.09,1257.59,780.47,12.26,78,South,Food,198.22,4378,4230.15,11562.67,1114.09,2,2022
REC-00120,2022-02-17,7360.91,8668.1,667.11,27.72,56,West,Electronics,362.02,811,16696.13,20065.38,2372.58,2,2022
REC-00121,2023-05-18,9288.48,4918.88,856.18,3.36,381,North,Food,394.81,1988,15063.53,22538.9,2464.24,5,2023
REC-00122,2023-02-11,12017.2,11725.36,942.06,15.49,265,East,Sports,186.84,4818,24684.61,30760.62,4421.72,2,2023
REC-00123,2023-07-28,2047.14,9913.45,3225.6,23.6,224,North,Sports,415.23,1359,15186.19,20643.37,4276.92,7,2023
REC-00124,2023-12-29,12835.55,6365.28,3730.81,28.28,39,South,Home,182.26,848,22931.63,18288.37,1730.58,12,2023
REC-00125,2022-04-09,11316.63,1654.03,2696.96,22.4,290,North,Food,250.85,4086,15667.62,18078.46,3269.26,4,2022
REC-00126,2023-11-15,6423.52,10341.11,4162.19,21.62,421,West,Sports,377.16,3651,20926.81,26726.24,4709.69,11,2023
REC-00127,2023-12-27,14027.6,9637.42,4957.19,24.79,491,East,Clothing,361.81,609,28622.21,30507.34,2849.56,12,2023
REC-00128,2023-07-01,14868.48,2378.1,4118.06,13.39,246,South,Home,494.32,1923,21364.64,23489.35,4913.04,7,2023
REC-00129,2023-09-05,3472.53,3684.28,3504.92,24.18,257,East,Electronics,151.32,4980,10661.73,18100.69,2888.62,9,2023
REC-00130,2023-04-07,5998.81,9562.21,2709.21,0.24,377,East,Home,348.04,3041,18270.23,27741.48,3631.96,4,2023
REC-00131,2023-10-05,13933.52,2385.7,2299.38,27.74,34,South,Clothing,324.36,4332,18618.59,19329.36,3593.63,10,2023
REC-00132,2022-01-05,10963.15,11029.48,513.52,13.3,83,East,Food,461.79,2234,22506.15,24231.53,2811.61,1,2022
REC-00133,2022-08-06,1197.37,5209.42,2056.91,16.6,215,East,Electronics,120.36,1877,8463.7,18393.54,3257.34,8,2022
REC-00134,2023-05-18,11831.96,1227.06,4559.66,7.65,499,North,Electronics,388.31,1322,17618.68,24967.46,2136.2,5,2023
REC-00135,2023-02-02,12505.14,9825.83,4059.31,22.28,323,East,Food,305.72,3767,26390.29,26258.55,5186.51,2,2023
REC-00136,2023-01-28,11382.28,4607.41,1158.65,2.3,103,East,Home,173.6,1877,17148.34,19627.74,2801.74,1,2023
REC-00137,2022-07-26,12093.29,6412.69,2386.38,26.18,384,East,Sports,263.5,1404,20892.36,22752.1,3848.22,7,2022
REC-00138,2022-01-15,12464.42,1525.19,4101.94,24.84,136,East,Home,200.2,4959,18091.56,16683.29,1851.4,1,2022
REC-00139,2023-07-08,3202.87,230.49,430.18,6.48,434,South,Clothing,310.69,801,3863.55,15490.0,2707.5,7,2023
REC-00140,2023-04-06,3917.53,7728.23,1998.22,24.28,34,West,Sports,450.05,3089,13643.98,17591.69,3309.24,4,2023
REC-00141,2023-11-22,9689.5,6279.07,4274.02,23.59,343,North,Home,306.19,251,20242.59,22660.7,3314.12,11,2023
REC-00142,2023-07-29,13664.06,7203.76,2079.1,18.97,364,East,Food,334.28,1425,22946.91,24985.62,4159.65,7,2023
REC-00143,2022-08-29,5084.85,9566.18,480.31,11.21,125,East,Clothing,283.44,1401,15131.34,24120.85,3470.64,8,2022
REC-00144,2023-07-18,9030.45,7829.95,2758.42,8.14,57,South,Clothing,73.02,3822,19618.81,23543.31,4830.45,7,2023
REC-00145,2022-04-06,10403.24,2262.33,4322.54,6.95,235,West,Clothing,154.79,1811,16988.1,20199.93,3023.96,4,2022
REC-00146,2023-04-30,7053.25,4457.12,2992.4,9.56,275,East,Sports,271.4,906,14502.77,20117.46,3980.3,4,2023
REC-00147,2023-02-11,10849.85,10889.52,1208.77,27.11,108,South,Electronics,189.61,4430,22948.13,28918.23,5557.77,2,2023
REC-00148,2022-08-19,13545.18,9285.35,1982.77,2.33,468,North,Sports,131.79,2822,24813.3,30798.44,4233.88,8,2022
REC-00149,2023-10-17,9549.47,6768.32,2305.6,24.87,20,North,Home,276.86,4756,18623.39,22953.65,2575.67,10,2023
REC-00150,2022-06-20,8326.83,3216.61,2938.41,10.47,94,East,Electronics,195.26,1425,14481.84,19758.21,2703.94,6,2022
REC-00151,2023-06-25,6861.8,3764.31,3820.82,15.65,414,East,Home,166.15,4233,14446.93,20045.63,3922.34,6,2023
REC-00152,2022-02-05,8873.55,8837.11,584.48,23.83,223,West,Electronics,258.79,1259,18295.14,28681.04,3208.51,2,2022
REC-00153,2023-06-09,5652.76,10243.86,4459.29,26.53,182,West,Sports,109.98,2969,20355.91,22426.8,3440.74,6,2023
REC-00154,2022-06-09,6176.49,8122.81,160.32,10.34,400,East,Clothing,467.49,4616,14459.62,23116.53,4458.11,6,2022
REC-00155,2023-11-30,8211.93,9752.45,1913.26,13.86,218,South,Food,440.47,1342,19877.64,23446.62,3036.03,11,2023
REC-00156,2022-08-31,1465.98,9246.54,234.36,12.44,457,West,Clothing,368.43,447,10946.88,24351.95,4137.62,8,2022
REC-00157,2022-03-27,3820.87,1966.51,2025.57,0.4,391,East,Sports,97.8,1931,7812.95,19987.67,2286.36,3,2022
REC-00158,2023-08-01,8371.32,5202.55,2676.48,8.88,73,West,Electronics,399.14,1669,16250.35,24487.29,2333.62,8,2023
REC-00159,2023-11-13,6757.16,2005.21,2607.24,13.78,267,East,Clothing,413.58,4035,11369.61,18453.54,3528.57,11,2023
REC-00160,2023-07-11,5325.83,2975.78,911.58,12.33,341,North,Sports,395.49,2018,9213.19,17573.25,1649.35,7,2023
REC-00161,2023-07-28,11092.96,10457.26,3264.13,21.66,130,East,Home,101.28,3332,24814.35,26239.76,3096.12,7,2023
REC-00162,2023-10-08,10558.91,5780.13,319.41,11.54,307,North,Food,339.76,3858,16658.44,20641.28,4122.38,10,2023
REC-00163,2022-01-28,2917.6,6517.23,3833.34,14.68,475,West,Clothing,425.45,2455,13268.17,24907.35,3200.74,1,2022
REC-00164,2023-09-12,13240.12,2305.66,4738.56,12.89,63,East,Electronics,309.81,1497,20284.34,21937.67,4743.5,9,2023
REC-00165,2023-07-10,7683.64,3884.81,1764.87,22.22,340,West,Home,340.88,2880,13333.32,18432.81,4002.92,7,2023
REC-00166,2022-12-06,11251.18,2916.9,2634.47,25.89,281,North,Sports,256.26,1924,16802.56,21552.2,2533.65,12,2022
REC-00167,2022-11-27,8810.69,2633.0,1956.66,15.96,250,East,Food,287.92,2591,13400.34,16153.06,1384.91,11,2022
REC-00168,2023-10-02,14966.54,7727.94,132.88,23.68,252,West,Electronics,65.47,4160,22827.36,27762.82,4961.46,10,2023
REC-00169,2023-05-21,11409.85,3231.23,1990.79,8.9,27,North,Sports,337.53,504,16631.86,19515.17,2793.36,5,2023
REC-00170,2022-12-14,10751.22,7657.78,3979.43,16.24,492,West,Sports,86.65,1821,22388.43,28474.62,2679.62,12,2022
REC-00171,2023-04-18,11789.29,889.76,3020.35,10.36,196,South,Clothing,245.76,2925,15699.4,18249.78,3267.68,4,2023
REC-00172,2022-08-19,2575.36,1872.94,596.17,12.43,355,North,Clothing,181.69,3945,5044.47,12857.82,1084.74,8,2022
REC-00173,2022-07-09,3465.9,3439.57,4250.98,21.97,153,North,Electronics,295.44,4310,11156.46,17378.29,3507.42,7,2022
REC-00174,2022-08-13,10853.93,7245.15,2702.32,26.45,271,North,Sports,110.04,3292,20801.4,25552.45,2540.2,8,2022
REC-00175,2023-01-20,7662.73,8174.93,4224.44,3.64,450,East,Clothing,361.24,164,20062.1,27104.27,2651.44,1,2023
REC-00176,2023-01-12,11442.21,5424.06,2943.09,19.04,373,East,Food,407.76,1399,19809.36,24251.73,2536.59,1,2023
REC-00177,2022-10-10,1992.28,5460.33,2842.47,17.46,440,East,Food,123.51,1515,10295.09,17052.98,3656.79,10,2022
REC-00178,2023-09-25,8278.98,8749.3,615.77,3.55,248,South,Sports,96.94,3693,17644.05,25511.5,4516.65,9,2023
REC-00179,2023-09-20,5992.91,386.69,920.06,6.36,313,South,Clothing,115.48,1068,7299.66,14347.9,2757.55,9,2023
REC-00180,2022-09-16,7126.5,4224.86,4862.92,9.33,307,North,Electronics,444.71,468,16214.29,24225.81,3286.69,9,2022
REC-00181,2022-12-25,9257.39,9860.74,1219.59,5.01,85,South,Electronics,287.69,332,20337.72,27491.52,3493.73,12,2022
REC-00182,2023-12-11,7783.18,7317.99,4889.52,7.31,197,West,Electronics,260.27,2342,19990.69,26975.55,3043.59,12,2023
REC-00183,2023-04-01,8327.98,4179.28,2706.37,8.03,342,North,Food,98.02,3183,15213.63,23329.03,3436.15,4,2023
REC-00184,2023-02-15,7552.18,10885.19,765.37,10.07,397,North,Clothing,342.3,1020,19202.74,29400.29,4623.37,2,2023
REC-00185,2023-10-11,6429.85,9316.95,586.58,22.48,496,West,Clothing,440.6,788,16333.38,25370.24,4273.58,10,2023
REC-00186,2022-11-14,11692.29,3325.77,1123.43,17.16,255,North,Food,422.68,4372,16141.49,18766.1,2176.8,11,2022
REC-00187,2023-11-08,676.94,7814.42,4635.62,29.59,139,South,Electronics,331.72,1569,13126.99,19147.98,4074.91,11,2023
REC-00188,2022-08-13,9177.42,7229.86,2129.34,12.44,483,East,Electronics,83.88,4825,18536.61,26117.01,2710.06,8,2022
REC-00189,2022-08-22,8699.87,4934.02,2037.63,22.62,324,West,Sports,100.58,4359,15671.52,20087.51,4322.66,8,2022
REC-00190,2023-11-15,10884.6,4530.08,1634.71,26.14,420,South,Home,72.19,3722,17049.39,21002.68,1723.9,11,2023
REC-00191,2023-10-26,9185.93,4254.01,820.6,20.37,292,West,Clothing,165.87,2200,14260.54,18140.67,2673.17,10,2023
REC-00192,2023-01-09,12488.58,7482.44,2490.47,12.36,88,West,Clothing,111.05,2365,22461.49,21956.35,2781.24,1,2023
REC-00193,2023-11-03,14406.58,5420.44,737.23,22.61,81,North,Clothing,167.02,3889,20564.26,21076.98,3011.42,11,2023
REC-00194,2023-08-31,5466.6,10015.98,4193.85,6.11,272,North,Home,223.28,923,19676.44,27524.93,4401.04,8,2023
REC-00195,2023-04-17,8067.08,8101.31,1914.95,9.83,200,South,Sports,474.34,3531,13812.85,19668.34,2772.89,4,2023
REC-00196,2022-08-21,6642.15,1025.19,1936.54,16.4,376,West,Home,324.67,4251,9603.88,16522.14,2281.35,8,2022
REC-00197,2023-11-23,4674.98,7753.99,2422.63,17.26,384,North,Electronics,425.74,4313,14851.6,27299.47,4984.37,11,2023
REC-00198,2022-04-23,9416.78,3399.54,2276.23,0.66,439,North,Electronics,369.66,897,15092.54,26182.28,4608.67,4,2022
REC-00199,2023-05-12,13721.86,7195.18,4974.8,28.35,72,West,Clothing,100.63,879,25891.85,26541.81,5219.66,5,2023
REC-00200,2023-03-18,2517.18,8225.56,2772.37,20.9,497,South,Food,381.16,2950,13515.11,22757.73,2617.01,3,2023
REC-00201,2023-07-18,1961.52,2923.78,532.19,14.87,389,South,Clothing,173.79,2992,5417.49,17060.0,2820.6,7,2023
REC-00202,2022-09-25,4212.23,5590.93,3073.7,27.99,21,West,Food,337.6,1993,12876.86,14765.34,2390.91,9,2022
REC-00203,2023-05-25,11028.39,2445.83,842.76,13.17,150,South,Home,203.43,3406,14316.98,17503.74,2306.35,5,2023
REC-00204,2023-01-21,9097.96,817.6,251.59,29.41,263,North,Electronics,498.95,3002,10167.16,11957.02,1770.21,1,2023
REC-00205,2023-01-22,1982.08,4666.02,4856.64,15.37,52,West,Food,168.6,4903,11504.74,17773.59,2202.67,1,2023
REC-00206,2022-04-23,13821.88,4482.74,3890.34,3.43,26,North,Home,175.61,3818,22194.97,26301.73,2626.44,4,2022
REC-00207,2023-09-05,11956.23,11946.67,4902.53,22.94,72,East,Electronics,468.8,121,28805.43,29226.1,3212.89,9,2023
REC-00208,2023-09-17,833.83,5466.96,2441.6,20.37,262,East,Food,61.09,1600,8742.39,15697.86,1487.72,9,2023
